# vtime(s),emu-avail(%) for mode:combinatory target-avail(%)=0.6000
8870,0.7651
8871,0.7651
8871,0.7652
8872,0.7653
8875,0.7653
8879,0.7654
8883,0.7655
8884,0.7655
8886,0.7656
8890,0.7657
8893,0.7657
8898,0.7658
8899,0.7659
8903,0.7659
8903,0.7660
8906,0.7661
8910,0.7661
8915,0.7662
8918,0.7663
8920,0.7663
8922,0.7664
8927,0.7665
8931,0.7665
8933,0.7666
8935,0.7667
8938,0.7667
8943,0.7668
8944,0.7669
8945,0.7669
8946,0.7670
8950,0.7671
8950,0.7671
8952,0.7672
8952,0.7672
8956,0.7673
8956,0.7674
8958,0.7674
8959,0.7675
8962,0.7676
8967,0.7676
8968,0.7677
8970,0.7678
8973,0.7678
8976,0.7679
8979,0.7680
8983,0.7680
8985,0.7681
8986,0.7682
8987,0.7682
8992,0.7683
8997,0.7684
8998,0.7684
9002,0.7685
9005,0.7685
9008,0.7686
9011,0.7687
9013,0.7687
9018,0.7688
9019,0.7689
9022,0.7689
9025,0.7690
9028,0.7691
9030,0.7691
9034,0.7692
9036,0.7693
9039,0.7693
9044,0.7694
9048,0.7694
9050,0.7695
9051,0.7696
9056,0.7696
9060,0.7697
9064,0.7698
9067,0.7698
9072,0.7699
9076,0.7700
9078,0.7700
9080,0.7701
9084,0.7701
9088,0.7702
9092,0.7703
9094,0.7703
9096,0.7704
9097,0.7705
9100,0.7705
9105,0.7706
9108,0.7707
9110,0.7707
9114,0.7708
9117,0.7708
9118,0.7709
9120,0.7710
9124,0.7710
9127,0.7711
9128,0.7712
9131,0.7712
9131,0.7713
9135,0.7713
9137,0.7714
9142,0.7715
9145,0.7715
9149,0.7716
9150,0.7717
9152,0.7717
9153,0.7718
9158,0.7719
9160,0.7719
9163,0.7720
9163,0.7720
9167,0.7721
9170,0.7722
9174,0.7722
9178,0.7723
9180,0.7724
9180,0.7724
9181,0.7725
9183,0.7725
9185,0.7726
9186,0.7727
9187,0.7727
9189,0.7728
9191,0.7729
9192,0.7729
9192,0.7730
9196,0.7730
9198,0.7731
9200,0.7732
9201,0.7732
9201,0.7733
9202,0.7733
9207,0.7734
9211,0.7735
9214,0.7735
9217,0.7736
9220,0.7737
9223,0.7737
9226,0.7738
9229,0.7738
9234,0.7739
9236,0.7740
9240,0.7740
9245,0.7741
9245,0.7741
9247,0.7742
9250,0.7743
9252,0.7743
9253,0.7744
9255,0.7745
9256,0.7745
9258,0.7746
9259,0.7746
9263,0.7747
9266,0.7748
9270,0.7748
9273,0.7749
9274,0.7749
9279,0.7750
9281,0.7751
9282,0.7751
9285,0.7752
9286,0.7753
9288,0.7753
9289,0.7754
9290,0.7754
9293,0.7755
9294,0.7756
9298,0.7756
9301,0.7757
9302,0.7757
9305,0.7758
9305,0.7759
9306,0.7759
9306,0.7760
9307,0.7760
9308,0.7761
9311,0.7762
9312,0.7762
9316,0.7763
9320,0.7763
9325,0.7764
9326,0.7765
9331,0.7765
9331,0.7766
9335,0.7766
9335,0.7767
9339,0.7768
9343,0.7768
9343,0.7769
9345,0.7769
9350,0.7770
9354,0.7771
9357,0.7771
9359,0.7772
9362,0.7772
9365,0.7773
9369,0.7774
9371,0.7774
9371,0.7775
9372,0.7775
9376,0.7776
9379,0.7777
9383,0.7777
9387,0.7778
9390,0.7778
9393,0.7779
9395,0.7780
9400,0.7780
9402,0.7781
9406,0.7781
9410,0.7782
9413,0.7783
9417,0.7783
9421,0.7784
9423,0.7784
9427,0.7785
9429,0.7785
9430,0.7786
9430,0.7787
9431,0.7787
9432,0.7788
9433,0.7788
9438,0.7789
9440,0.7790
9443,0.7790
9445,0.7791
9447,0.7791
9448,0.7792
9448,0.7793
9452,0.7793
9454,0.7794
9455,0.7794
9455,0.7795
9456,0.7795
9459,0.7796
9460,0.7797
9462,0.7797
9463,0.7798
9465,0.7798
9466,0.7799
9468,0.7800
9472,0.7800
9475,0.7801
9479,0.7801
9480,0.7802
9482,0.7802
9484,0.7803
9486,0.7804
9489,0.7804
9493,0.7805
9496,0.7805
9500,0.7806
9504,0.7807
9508,0.7807
9511,0.7808
9514,0.7808
9516,0.7809
9519,0.7809
9521,0.7810
9521,0.7811
9523,0.7811
9527,0.7812
9530,0.7812
9530,0.7813
9531,0.7813
9533,0.7814
9533,0.7815
9536,0.7815
9538,0.7816
9539,0.7816
9543,0.7817
9545,0.7818
9549,0.7818
9550,0.7819
9553,0.7819
9555,0.7820
9557,0.7820
9560,0.7821
9565,0.7822
9569,0.7822
9572,0.7823
9575,0.7823
9576,0.7824
9579,0.7824
9582,0.7825
9585,0.7826
9587,0.7823
9589,0.7821
9593,0.7819
9596,0.7817
9599,0.7815
9599,0.7813
9600,0.7811
9604,0.7809
9607,0.7807
9609,0.7805
9609,0.7803
9612,0.7801
9614,0.7799
9615,0.7797
9617,0.7795
9618,0.7793
9619,0.7791
9620,0.7789
9621,0.7787
9623,0.7785
9626,0.7783
9627,0.7781
9628,0.7779
9630,0.7777
9634,0.7775
9639,0.7773
9639,0.7771
9640,0.7769
9643,0.7767
9646,0.7764
9650,0.7762
9650,0.7760
9655,0.7758
9657,0.7756
9661,0.7754
9663,0.7752
9663,0.7750
9665,0.7748
9667,0.7746
9670,0.7744
9670,0.7742
9672,0.7740
9676,0.7738
9678,0.7736
9682,0.7734
9686,0.7732
9687,0.7730
9688,0.7728
9689,0.7726
9690,0.7724
9693,0.7722
9694,0.7720
9695,0.7718
9697,0.7716
9701,0.7714
9701,0.7712
9703,0.7710
9707,0.7708
9709,0.7706
9711,0.7704
9716,0.7702
9720,0.7700
9721,0.7698
9721,0.7696
9721,0.7694
9724,0.7693
9727,0.7691
9727,0.7689
9728,0.7687
9733,0.7685
9735,0.7683
9739,0.7681
9741,0.7679
9744,0.7677
9746,0.7675
9749,0.7673
9752,0.7671
9754,0.7669
9755,0.7667
9757,0.7665
9758,0.7663
9762,0.7661
9764,0.7659
9766,0.7657
9768,0.7655
9773,0.7653
9778,0.7651
9780,0.7649
9783,0.7647
9784,0.7645
9787,0.7643
9792,0.7641
9794,0.7639
9796,0.7640
9799,0.7641
9801,0.7641
9803,0.7642
9805,0.7642
9810,0.7643
9813,0.7644
9817,0.7644
9821,0.7645
9824,0.7645
9828,0.7646
9828,0.7647
9830,0.7647
9833,0.7648
9835,0.7648
9836,0.7649
9840,0.7650
9843,0.7650
9845,0.7651
9848,0.7651
9848,0.7652
9851,0.7653
9856,0.7653
9861,0.7654
9863,0.7654
9867,0.7655
9868,0.7656
9872,0.7656
9876,0.7657
9877,0.7657
9880,0.7658
9883,0.7659
9885,0.7659
9887,0.7660
9888,0.7660
9892,0.7661
9893,0.7662
9895,0.7662
9897,0.7663
9900,0.7663
9904,0.7664
9905,0.7664
9906,0.7665
9907,0.7666
9909,0.7666
9913,0.7667
9917,0.7667
9919,0.7668
9922,0.7669
9926,0.7669
9930,0.7670
9933,0.7670
9938,0.7671
9943,0.7672
9945,0.7672
9949,0.7673
9949,0.7673
9951,0.7674
9953,0.7674
9958,0.7675
9959,0.7676
9961,0.7676
9966,0.7677
9969,0.7677
9973,0.7678
9975,0.7679
9979,0.7679
9982,0.7680
9985,0.7680
9987,0.7681
9992,0.7679
9994,0.7677
9999,0.7675
10002,0.7673
10002,0.7671
10005,0.7669
10007,0.7667
10012,0.7665
10016,0.7664
10018,0.7662
10020,0.7660
10025,0.7658
10029,0.7656
10030,0.7654
10035,0.7652
10036,0.7650
10038,0.7648
10041,0.7646
10042,0.7644
10043,0.7642
10046,0.7641
10047,0.7639
10048,0.7637
10048,0.7635
10053,0.7633
10057,0.7631
10059,0.7629
10063,0.7627
10067,0.7625
10068,0.7623
10068,0.7622
10071,0.7620
10072,0.7618
10076,0.7616
10078,0.7614
10079,0.7612
10082,0.7610
10086,0.7608
10091,0.7606
10094,0.7604
10098,0.7603
10100,0.7601
10100,0.7599
10100,0.7597
10102,0.7595
10107,0.7593
10109,0.7591
10109,0.7589
10109,0.7587
10110,0.7586
10114,0.7584
10118,0.7584
10119,0.7585
10120,0.7586
10125,0.7586
10129,0.7587
10129,0.7587
10129,0.7588
10133,0.7589
10137,0.7589
10138,0.7590
10141,0.7590
10143,0.7591
10147,0.7591
10148,0.7592
10148,0.7593
10152,0.7593
10155,0.7594
10157,0.7594
10159,0.7595
10160,0.7596
10165,0.7596
10170,0.7597
10173,0.7597
10177,0.7598
10182,0.7599
10184,0.7599
10184,0.7600
10184,0.7600
10185,0.7601
10187,0.7602
10188,0.7602
10188,0.7603
10191,0.7603
10192,0.7604
10193,0.7605
10195,0.7605
10200,0.7606
10205,0.7606
10206,0.7607
10208,0.7607
10208,0.7608
10210,0.7609
10214,0.7609
10217,0.7610
10221,0.7610
10222,0.7611
10222,0.7612
10223,0.7612
10225,0.7613
10229,0.7613
10231,0.7614
10232,0.7614
10235,0.7615
10240,0.7616
10242,0.7616
10242,0.7617
10245,0.7617
10247,0.7618
10251,0.7619
10256,0.7619
10258,0.7620
10263,0.7620
10266,0.7621
10270,0.7621
10275,0.7622
10278,0.7623
10281,0.7623
10283,0.7624
10286,0.7624
10290,0.7625
10292,0.7626
10294,0.7626
10294,0.7627
10296,0.7627
10301,0.7628
10305,0.7628
10307,0.7629
10309,0.7630
10313,0.7630
10313,0.7631
10317,0.7631
10321,0.7632
10324,0.7632
10327,0.7633
10331,0.7634
10335,0.7634
10335,0.7635
10339,0.7635
10341,0.7636
10343,0.7636
10347,0.7637
10350,0.7635
10353,0.7633
10354,0.7632
10356,0.7630
10357,0.7628
10361,0.7626
10365,0.7627
10368,0.7627
10370,0.7628
10373,0.7628
10377,0.7629
10382,0.7629
10386,0.7630
10389,0.7631
10392,0.7631
10395,0.7632
10398,0.7632
10400,0.7633
10404,0.7633
10404,0.7634
10404,0.7635
10408,0.7635
10411,0.7636
10413,0.7636
10415,0.7637
10415,0.7637
10416,0.7638
10417,0.7639
10420,0.7639
10421,0.7640
10423,0.7640
10426,0.7641
10427,0.7641
10429,0.7642
10431,0.7643
10433,0.7643
10433,0.7644
10435,0.7644
10435,0.7645
10436,0.7645
10439,0.7646
10440,0.7646
10444,0.7647
10447,0.7648
10448,0.7648
10452,0.7649
10457,0.7649
10460,0.7650
10464,0.7650
10466,0.7651
10467,0.7652
10468,0.7652
10471,0.7653
10474,0.7653
10478,0.7654
10480,0.7654
10481,0.7655
10483,0.7656
10487,0.7656
10492,0.7657
10495,0.7657
10497,0.7658
10499,0.7658
10500,0.7659
10501,0.7659
10503,0.7660
10507,0.7661
10507,0.7661
10508,0.7662
10509,0.7662
10509,0.7663
10513,0.7663
10518,0.7664
10522,0.7664
10523,0.7665
10525,0.7666
10528,0.7666
10531,0.7667
10532,0.7667
10534,0.7668
10538,0.7668
10541,0.7669
10541,0.7669
10544,0.7670
10548,0.7671
10549,0.7671
10550,0.7672
10551,0.7672
10553,0.7673
10556,0.7673
10557,0.7674
10557,0.7674
10559,0.7675
10563,0.7676
10564,0.7676
10565,0.7677
10567,0.7677
10569,0.7678
10569,0.7678
10572,0.7679
10572,0.7679
10576,0.7680
10577,0.7680
10580,0.7681
10585,0.7682
10586,0.7682
10588,0.7683
10592,0.7683
10592,0.7684
10596,0.7684
10599,0.7685
10604,0.7685
10607,0.7686
10610,0.7686
10610,0.7687
10615,0.7688
10618,0.7688
10619,0.7689
10624,0.7689
10624,0.7690
10627,0.7690
10632,0.7691
10635,0.7691
10640,0.7692
10641,0.7692
10644,0.7693
10648,0.7694
10650,0.7694
10652,0.7695
10656,0.7695
10658,0.7696
10662,0.7696
10663,0.7697
10665,0.7697
10666,0.7698
10667,0.7698
10670,0.7699
10673,0.7700
10676,0.7700
10680,0.7701
10681,0.7701
10682,0.7702
10684,0.7702
10687,0.7703
10688,0.7703
10692,0.7704
10692,0.7704
10693,0.7705
10698,0.7705
10699,0.7706
10699,0.7707
10704,0.7707
10706,0.7708
10710,0.7708
10713,0.7709
10717,0.7709
10722,0.7710
10726,0.7710
10731,0.7711
10736,0.7711
10740,0.7710
10743,0.7708
10746,0.7706
10748,0.7704
10752,0.7702
10755,0.7701
10756,0.7699
10758,0.7697
10760,0.7695
10763,0.7693
10768,0.7692
10770,0.7690
10772,0.7688
10774,0.7686
10779,0.7684
10779,0.7683
10780,0.7681
10783,0.7679
10785,0.7677
10786,0.7675
10790,0.7674
10792,0.7672
10793,0.7670
10795,0.7668
10798,0.7667
10803,0.7665
10804,0.7663
10808,0.7661
10812,0.7659
10817,0.7658
10817,0.7656
10819,0.7654
10822,0.7652
10824,0.7651
10826,0.7649
10827,0.7647
10828,0.7645
10828,0.7644
10829,0.7642
10832,0.7640
10836,0.7638
10840,0.7636
10844,0.7635
10847,0.7633
10848,0.7631
10852,0.7629
10852,0.7628
10856,0.7626
10856,0.7624
10859,0.7622
10862,0.7621
10865,0.7619
10870,0.7617
10874,0.7615
10874,0.7614
10879,0.7612
10880,0.7610
10880,0.7608
10880,0.7607
10884,0.7605
10888,0.7603
10892,0.7601
10895,0.7600
10899,0.7598
10902,0.7596
10903,0.7594
10903,0.7593
10906,0.7591
10908,0.7589
10908,0.7587
10913,0.7586
10916,0.7584
10918,0.7582
10923,0.7580
10924,0.7579
10926,0.7577
10928,0.7575
10930,0.7573
10931,0.7572
10934,0.7570
10936,0.7568
10937,0.7566
10937,0.7565
10940,0.7563
10945,0.7561
10945,0.7560
10946,0.7558
10948,0.7556
10949,0.7554
10951,0.7553
10954,0.7551
10955,0.7549
10960,0.7547
10964,0.7546
10968,0.7544
10971,0.7542
10973,0.7541
10976,0.7539
10978,0.7537
10981,0.7538
10983,0.7538
10983,0.7539
10985,0.7539
10987,0.7540
10991,0.7540
10993,0.7541
10998,0.7542
10999,0.7542
