# vtime(s),emu-avail(%) for mode:picav target-avail(%)=0.6000
8775,0.7091
8778,0.7092
8780,0.7093
8781,0.7094
8784,0.7095
8785,0.7095
8785,0.7096
8789,0.7097
8792,0.7098
8797,0.7099
8800,0.7100
8803,0.7100
8804,0.7101
8806,0.7102
8809,0.7103
8810,0.7104
8813,0.7104
8814,0.7105
8819,0.7106
8821,0.7107
8821,0.7108
8826,0.7109
8827,0.7109
8828,0.7110
8832,0.7111
8836,0.7112
8841,0.7113
8842,0.7113
8844,0.7114
8847,0.7115
8850,0.7116
8852,0.7117
8856,0.7117
8857,0.7118
8860,0.7119
8864,0.7120
8866,0.7121
8870,0.7122
8872,0.7122
8873,0.7123
8876,0.7124
8880,0.7125
8881,0.7126
8884,0.7126
8886,0.7127
8889,0.7128
8892,0.7129
8894,0.7130
8895,0.7130
8899,0.7131
8902,0.7132
8904,0.7133
8908,0.7134
8912,0.7134
8915,0.7135
8916,0.7136
8919,0.7137
8919,0.7138
8922,0.7138
8923,0.7139
8927,0.7140
8929,0.7141
8932,0.7142
8937,0.7142
8937,0.7143
8941,0.7141
8945,0.7139
8947,0.7137
8950,0.7135
8950,0.7133
8955,0.7131
8957,0.7129
8959,0.7127
8960,0.7125
8963,0.7123
8965,0.7121
8969,0.7119
8972,0.7117
8972,0.7115
8976,0.7113
8980,0.7111
8983,0.7110
8986,0.7108
8988,0.7106
8989,0.7104
8993,0.7102
8997,0.7100
9000,0.7098
9004,0.7096
9005,0.7094
9009,0.7092
9012,0.7090
9015,0.7088
9015,0.7086
9017,0.7084
9019,0.7082
9020,0.7080
9022,0.7078
9022,0.7076
9025,0.7074
9025,0.7072
9028,0.7070
9033,0.7068
9034,0.7066
9036,0.7064
9037,0.7062
9042,0.7060
9043,0.7058
9046,0.7057
9051,0.7055
9055,0.7053
9059,0.7051
9061,0.7049
9063,0.7047
9064,0.7045
9066,0.7043
9070,0.7041
9073,0.7039
9075,0.7037
9076,0.7035
9080,0.7033
9081,0.7031
9085,0.7029
9086,0.7027
9091,0.7026
9093,0.7024
9094,0.7022
9096,0.7020
9098,0.7018
9101,0.7016
9104,0.7014
9105,0.7012
9107,0.7010
9111,0.7008
9114,0.7006
9116,0.7004
9120,0.7002
9122,0.7001
9125,0.6999
9128,0.6997
9129,0.6995
9132,0.6993
9135,0.6991
9137,0.6989
9141,0.6987
9142,0.6985
9143,0.6983
9146,0.6981
9148,0.6980
9152,0.6978
9156,0.6976
9158,0.6974
9161,0.6972
9162,0.6970
9166,0.6968
9168,0.6966
9170,0.6964
9172,0.6962
9176,0.6961
9177,0.6959
9179,0.6957
9182,0.6955
9186,0.6953
9188,0.6951
9192,0.6949
9192,0.6947
9193,0.6945
9197,0.6946
9198,0.6947
9200,0.6948
9202,0.6949
9203,0.6950
9206,0.6950
9208,0.6951
9213,0.6952
9217,0.6953
9219,0.6954
9223,0.6955
9226,0.6955
9227,0.6956
9227,0.6957
9228,0.6958
9232,0.6959
9234,0.6959
9237,0.6960
9240,0.6961
9242,0.6962
9243,0.6963
9246,0.6964
9246,0.6964
9249,0.6965
9251,0.6966
9254,0.6967
9257,0.6968
9260,0.6968
9264,0.6969
9266,0.6970
9268,0.6971
9269,0.6972
9271,0.6973
9271,0.6973
9274,0.6974
9278,0.6975
9281,0.6976
9285,0.6977
9288,0.6977
9292,0.6978
9292,0.6979
9296,0.6980
9300,0.6981
9304,0.6981
9309,0.6982
9310,0.6983
9314,0.6984
9318,0.6985
9320,0.6986
9322,0.6986
9325,0.6987
9326,0.6988
9329,0.6989
9330,0.6990
9335,0.6990
9336,0.6991
9339,0.6992
9344,0.6993
9346,0.6994
9350,0.6994
9353,0.6995
9358,0.6996
9359,0.6997
9360,0.6998
9363,0.6998
9367,0.6999
9370,0.7000
9371,0.7001
9373,0.7002
9376,0.7002
9377,0.7003
9381,0.7004
9382,0.7005
9387,0.7006
9388,0.7006
9390,0.7007
9390,0.7008
9393,0.7009
9397,0.7010
9397,0.7010
9400,0.7011
9405,0.7012
9409,0.7013
9411,0.7014
9413,0.7014
9415,0.7015
9416,0.7016
9420,0.7017
9423,0.7017
9427,0.7018
9432,0.7019
9435,0.7020
9439,0.7021
9443,0.7021
9446,0.7022
9450,0.7023
9451,0.7024
9454,0.7025
9459,0.7025
9462,0.7026
9465,0.7027
9467,0.7028
9469,0.7029
9472,0.7029
9476,0.7030
9481,0.7031
9484,0.7032
9488,0.7032
9491,0.7033
9493,0.7034
9494,0.7035
9497,0.7036
9501,0.7036
9506,0.7037
9509,0.7038
9513,0.7039
9516,0.7039
9519,0.7040
9522,0.7041
9525,0.7042
9526,0.7043
9527,0.7043
9532,0.7044
9533,0.7045
9537,0.7046
9540,0.7046
9542,0.7047
9542,0.7048
9547,0.7049
9550,0.7050
9551,0.7050
9552,0.7051
9552,0.7052
9555,0.7053
9558,0.7053
9558,0.7054
9560,0.7055
9560,0.7056
9561,0.7057
9566,0.7057
9568,0.7058
9570,0.7059
9570,0.7060
9575,0.7060
9580,0.7061
9580,0.7062
9584,0.7063
9587,0.7063
9590,0.7064
9590,0.7065
9594,0.7066
9594,0.7066
9597,0.7067
9602,0.7068
9603,0.7069
9604,0.7070
9607,0.7070
9609,0.7071
9609,0.7072
9609,0.7073
9612,0.7073
9613,0.7074
9615,0.7075
9616,0.7076
9617,0.7076
9621,0.7077
9624,0.7078
9629,0.7079
9629,0.7079
9630,0.7080
9634,0.7081
9637,0.7082
9637,0.7082
9639,0.7083
9640,0.7084
9643,0.7085
9644,0.7085
9648,0.7084
9650,0.7082
9653,0.7080
9655,0.7078
9656,0.7076
9659,0.7074
9663,0.7073
9667,0.7071
9668,0.7069
9669,0.7067
9673,0.7065
9677,0.7064
9681,0.7062
9685,0.7060
9687,0.7058
9691,0.7056
9694,0.7054
9695,0.7053
9698,0.7051
9701,0.7049
9702,0.7047
9705,0.7045
9707,0.7044
9711,0.7042
9712,0.7040
9716,0.7038
9720,0.7036
9722,0.7034
9723,0.7033
9724,0.7031
9726,0.7029
9730,0.7027
9733,0.7025
9734,0.7024
9737,0.7022
9739,0.7020
9742,0.7018
9746,0.7016
9747,0.7015
9751,0.7013
9754,0.7011
9754,0.7009
9755,0.7007
9757,0.7006
9762,0.7004
9762,0.7002
9764,0.7000
9765,0.6998
9768,0.6997
9772,0.6995
9775,0.6993
9777,0.6991
9779,0.6990
9780,0.6988
9783,0.6986
9787,0.6984
9788,0.6982
9790,0.6981
9791,0.6979
9793,0.6977
9794,0.6975
9795,0.6973
9799,0.6972
9800,0.6970
9805,0.6968
9805,0.6966
9806,0.6965
9811,0.6963
9812,0.6961
9812,0.6959
9813,0.6958
9814,0.6956
9814,0.6954
9817,0.6952
9821,0.6950
9822,0.6949
9826,0.6947
9828,0.6945
9830,0.6943
9830,0.6942
9834,0.6940
9839,0.6938
9844,0.6936
9845,0.6935
9848,0.6935
9853,0.6936
9855,0.6937
9857,0.6938
9859,0.6938
9863,0.6939
9864,0.6940
9868,0.6941
9869,0.6942
9871,0.6942
9874,0.6943
9878,0.6944
9882,0.6945
9886,0.6945
9887,0.6946
9888,0.6947
9889,0.6948
9891,0.6949
9894,0.6949
9898,0.6950
9901,0.6951
9904,0.6952
9908,0.6952
9913,0.6953
9913,0.6954
9914,0.6955
9916,0.6955
9917,0.6956
9917,0.6957
9919,0.6958
9924,0.6958
9927,0.6959
9931,0.6960
9931,0.6961
9935,0.6962
9938,0.6962
9939,0.6963
9943,0.6964
9947,0.6965
9949,0.6965
9954,0.6966
9956,0.6967
9959,0.6968
9962,0.6968
9967,0.6969
9970,0.6970
9973,0.6971
9975,0.6971
9977,0.6972
9979,0.6973
9980,0.6974
9980,0.6974
9984,0.6975
9987,0.6976
9989,0.6977
9991,0.6977
9991,0.6978
9994,0.6979
9996,0.6980
9997,0.6981
10000,0.6981
10004,0.6982
10009,0.6983
10011,0.6984
10013,0.6984
10015,0.6985
10017,0.6986
10018,0.6987
10023,0.6987
10025,0.6988
10027,0.6989
10032,0.6990
10032,0.6990
10034,0.6991
10038,0.6992
10042,0.6993
10045,0.6993
10049,0.6992
10049,0.6990
10053,0.6988
10057,0.6986
10060,0.6985
10062,0.6983
10063,0.6981
10065,0.6979
10065,0.6978
10067,0.6976
10070,0.6974
10074,0.6972
10078,0.6971
10078,0.6969
10080,0.6967
10082,0.6966
10086,0.6964
10089,0.6962
10090,0.6960
10093,0.6959
10094,0.6957
10094,0.6955
10095,0.6954
10096,0.6952
10100,0.6950
10104,0.6948
10107,0.6947
10110,0.6945
10112,0.6943
10117,0.6941
10118,0.6940
10119,0.6938
10120,0.6936
10125,0.6935
10126,0.6933
10130,0.6931
10135,0.6930
10139,0.6928
10141,0.6926
10143,0.6924
10145,0.6923
10145,0.6921
10148,0.6919
10151,0.6918
10151,0.6916
10153,0.6914
10156,0.6912
10160,0.6911
10161,0.6909
10164,0.6907
10164,0.6906
10165,0.6906
10167,0.6907
10168,0.6908
10169,0.6909
10174,0.6909
10177,0.6910
10177,0.6911
10181,0.6912
10181,0.6913
10184,0.6913
10187,0.6914
10190,0.6915
10195,0.6916
10198,0.6916
10200,0.6917
10201,0.6918
10204,0.6919
10206,0.6919
10206,0.6920
10209,0.6921
10212,0.6922
10213,0.6922
10215,0.6923
10218,0.6924
10219,0.6925
10223,0.6925
10225,0.6926
10229,0.6927
10234,0.6928
10239,0.6928
10241,0.6929
10241,0.6930
10242,0.6931
10243,0.6931
10247,0.6932
10248,0.6933
10248,0.6934
10252,0.6934
10256,0.6935
10259,0.6936
10262,0.6937
10264,0.6937
10265,0.6938
10268,0.6939
10269,0.6940
10271,0.6940
10275,0.6941
10280,0.6942
10284,0.6942
10288,0.6943
10289,0.6944
10292,0.6945
10295,0.6945
10297,0.6946
10299,0.6947
10300,0.6948
10304,0.6948
10304,0.6949
10304,0.6950
10306,0.6951
10308,0.6951
10313,0.6952
10316,0.6953
10316,0.6954
10320,0.6954
10322,0.6955
10327,0.6956
10328,0.6957
10330,0.6957
10334,0.6958
10334,0.6959
10339,0.6959
10342,0.6960
10346,0.6961
10349,0.6962
10353,0.6962
10355,0.6963
10356,0.6964
10360,0.6965
10362,0.6965
10362,0.6966
10366,0.6967
10367,0.6968
10370,0.6968
10375,0.6969
10379,0.6967
10379,0.6966
10384,0.6964
10387,0.6962
10388,0.6961
10389,0.6959
10392,0.6957
10393,0.6956
10396,0.6954
10400,0.6952
10400,0.6951
10401,0.6949
10403,0.6947
10406,0.6946
10406,0.6944
10409,0.6942
10412,0.6941
10415,0.6939
10416,0.6937
10419,0.6936
10419,0.6934
10423,0.6932
10423,0.6931
10424,0.6929
10424,0.6927
10427,0.6926
10428,0.6924
10429,0.6922
10432,0.6921
10434,0.6919
10435,0.6917
10436,0.6916
10438,0.6914
10441,0.6912
10446,0.6911
10446,0.6909
10451,0.6907
10454,0.6906
10454,0.6904
10455,0.6903
10457,0.6901
10458,0.6899
10460,0.6898
10461,0.6896
10465,0.6894
10469,0.6893
10473,0.6891
10475,0.6889
10477,0.6888
10482,0.6886
10485,0.6885
10490,0.6883
10490,0.6881
10494,0.6880
10498,0.6878
10501,0.6876
10506,0.6875
10507,0.6873
10509,0.6871
10512,0.6870
10514,0.6868
10519,0.6867
10520,0.6865
10524,0.6863
10527,0.6862
10529,0.6860
10531,0.6858
10532,0.6857
10532,0.6855
10535,0.6856
10539,0.6857
10542,0.6857
10544,0.6858
10544,0.6859
10544,0.6860
10549,0.6860
10554,0.6861
10556,0.6862
10558,0.6863
10561,0.6863
10562,0.6864
10564,0.6865
10565,0.6866
10569,0.6866
10572,0.6867
10576,0.6868
10578,0.6869
10580,0.6869
10584,0.6870
10584,0.6871
10588,0.6871
10593,0.6872
10598,0.6873
10601,0.6874
10601,0.6874
10604,0.6875
10607,0.6876
10609,0.6877
10611,0.6877
10614,0.6878
10618,0.6879
10621,0.6880
10623,0.6880
10624,0.6881
10625,0.6882
10625,0.6882
10627,0.6883
10631,0.6884
10631,0.6885
10636,0.6885
10640,0.6886
10641,0.6887
10646,0.6888
10650,0.6888
10653,0.6889
10654,0.6890
10658,0.6891
10662,0.6891
10666,0.6892
10667,0.6893
10670,0.6893
10670,0.6894
10672,0.6895
10677,0.6896
10682,0.6896
10684,0.6897
10685,0.6898
10685,0.6898
10687,0.6899
10692,0.6900
10695,0.6901
10699,0.6901
10699,0.6902
10700,0.6903
10704,0.6904
10708,0.6904
10710,0.6905
10714,0.6906
10717,0.6906
10718,0.6907
10722,0.6908
10722,0.6909
10727,0.6909
10730,0.6910
10733,0.6911
10734,0.6911
10734,0.6912
10738,0.6913
10739,0.6914
10742,0.6914
10743,0.6915
10744,0.6916
10748,0.6916
10753,0.6917
10757,0.6918
10759,0.6919
10762,0.6919
10763,0.6920
10766,0.6921
10769,0.6921
10771,0.6922
10772,0.6923
10773,0.6924
10776,0.6924
10779,0.6925
10782,0.6926
10786,0.6926
10787,0.6927
10787,0.6928
10788,0.6929
10793,0.6929
10795,0.6930
10796,0.6931
10800,0.6931
10800,0.6932
10804,0.6933
10808,0.6934
10813,0.6934
10814,0.6935
10818,0.6936
10820,0.6936
10820,0.6937
10823,0.6938
10828,0.6938
10829,0.6939
10833,0.6940
10834,0.6941
10838,0.6941
10840,0.6942
10841,0.6943
10844,0.6943
10844,0.6944
10847,0.6945
10850,0.6946
10852,0.6946
10854,0.6947
10856,0.6948
10859,0.6948
10862,0.6949
10866,0.6950
10871,0.6950
10874,0.6951
10875,0.6952
10880,0.6953
10883,0.6953
10886,0.6954
10887,0.6955
10888,0.6955
10889,0.6956
10894,0.6957
10898,0.6957
10900,0.6958
10901,0.6959
10906,0.6960
10910,0.6960
10913,0.6961
10916,0.6962
10920,0.6962
10925,0.6963
10925,0.6964
10927,0.6964
10931,0.6965
10935,0.6966
10938,0.6966
10940,0.6967
10941,0.6968
10945,0.6969
10949,0.6969
10950,0.6970
10952,0.6971
10955,0.6971
10956,0.6972
10960,0.6973
10963,0.6973
10967,0.6974
10969,0.6975
10973,0.6975
10976,0.6976
10981,0.6977
10984,0.6977
10988,0.6978
10989,0.6979
10990,0.6980
10992,0.6980
10995,0.6981
10998,0.6982
10999,0.6982
10999,0.6983
