# vtime(s),emu-avail(%) for mode:random target-avail(%)=0.6000
18259,0.0680
18263,0.0680
18263,0.0680
18268,0.0680
18270,0.0680
18272,0.0680
18275,0.0680
18277,0.0679
18279,0.0679
18281,0.0679
18283,0.0679
18284,0.0679
18285,0.0679
18288,0.0679
18292,0.0679
18294,0.0679
18295,0.0679
18299,0.0679
18302,0.0678
18307,0.0678
18307,0.0678
18308,0.0678
18313,0.0678
18316,0.0678
18316,0.0678
18320,0.0678
18324,0.0678
18326,0.0678
18328,0.0678
18329,0.0677
18334,0.0677
18338,0.0677
18341,0.0677
18343,0.0677
18346,0.0677
18351,0.0677
18351,0.0677
18353,0.0677
18354,0.0677
18359,0.0676
18362,0.0676
18363,0.0676
18364,0.0676
18366,0.0676
18371,0.0676
18371,0.0676
18375,0.0676
18379,0.0676
18380,0.0676
18380,0.0676
18384,0.0675
18384,0.0675
18388,0.0675
18388,0.0675
18388,0.0675
18389,0.0675
18392,0.0675
18393,0.0675
18396,0.0675
18397,0.0675
18400,0.0675
18402,0.0674
18403,0.0674
18403,0.0674
18407,0.0674
18407,0.0674
18411,0.0674
18414,0.0674
18419,0.0674
18420,0.0674
18422,0.0674
18425,0.0674
18425,0.0673
18429,0.0673
18434,0.0673
18438,0.0673
18439,0.0673
18440,0.0673
18444,0.0673
18448,0.0673
18450,0.0673
18455,0.0673
18457,0.0674
18460,0.0675
18461,0.0676
18463,0.0678
18464,0.0679
18465,0.0680
18465,0.0681
18469,0.0683
18470,0.0684
18474,0.0685
18478,0.0686
18481,0.0688
18482,0.0689
18485,0.0690
18487,0.0691
18490,0.0693
18494,0.0694
18498,0.0695
18500,0.0696
18504,0.0698
18505,0.0699
18508,0.0700
18511,0.0701
18515,0.0703
18516,0.0704
18518,0.0705
18518,0.0706
18522,0.0708
18523,0.0709
18524,0.0710
18526,0.0711
18529,0.0713
18530,0.0714
18533,0.0715
18536,0.0716
18537,0.0718
18541,0.0719
18546,0.0720
18547,0.0721
18550,0.0723
18553,0.0724
18555,0.0725
18558,0.0726
18559,0.0728
18560,0.0729
18563,0.0730
18565,0.0731
18567,0.0733
18568,0.0734
18568,0.0735
18572,0.0736
18573,0.0737
18575,0.0739
18579,0.0740
18580,0.0741
18583,0.0742
18584,0.0744
18587,0.0745
18588,0.0746
18590,0.0747
18593,0.0747
18593,0.0747
18597,0.0747
18598,0.0747
18599,0.0747
18599,0.0747
18601,0.0747
18605,0.0747
18610,0.0746
18611,0.0746
18612,0.0746
18615,0.0746
18618,0.0746
18623,0.0746
18624,0.0746
18627,0.0746
18631,0.0746
18633,0.0746
18635,0.0745
18639,0.0745
18640,0.0745
18641,0.0745
18644,0.0745
18647,0.0745
18648,0.0745
18649,0.0745
18649,0.0745
18649,0.0745
18652,0.0744
18654,0.0744
18655,0.0744
18659,0.0744
18661,0.0744
18664,0.0744
18665,0.0744
18666,0.0744
18667,0.0744
18669,0.0744
18672,0.0743
18672,0.0743
18675,0.0743
18679,0.0743
18680,0.0743
18682,0.0743
18682,0.0743
18682,0.0743
18683,0.0743
18684,0.0743
18687,0.0743
18688,0.0742
18688,0.0742
18688,0.0742
18691,0.0742
18693,0.0742
18693,0.0742
18696,0.0742
18697,0.0742
18700,0.0742
18703,0.0742
18706,0.0741
18709,0.0741
18714,0.0741
18716,0.0741
18720,0.0741
18721,0.0741
18724,0.0741
18727,0.0741
18728,0.0741
18732,0.0741
18737,0.0740
18738,0.0740
18741,0.0740
18746,0.0740
18747,0.0740
18750,0.0740
18753,0.0740
18754,0.0740
18754,0.0740
18758,0.0740
18761,0.0739
18763,0.0739
18765,0.0739
18766,0.0739
18769,0.0739
18770,0.0739
18771,0.0739
18775,0.0739
18776,0.0739
18781,0.0739
18786,0.0738
18790,0.0738
18795,0.0738
18798,0.0738
18802,0.0738
18802,0.0738
18803,0.0738
18803,0.0738
18804,0.0738
18807,0.0738
18809,0.0738
18814,0.0737
18818,0.0737
18821,0.0737
18824,0.0737
18828,0.0737
18832,0.0737
18837,0.0737
18840,0.0737
18844,0.0737
18847,0.0737
18851,0.0736
18856,0.0736
18857,0.0736
18861,0.0736
18864,0.0736
18864,0.0736
18865,0.0736
18867,0.0736
18869,0.0736
18870,0.0736
18872,0.0735
18873,0.0735
18876,0.0735
18876,0.0735
18878,0.0735
18881,0.0735
18884,0.0735
18886,0.0735
18887,0.0735
18890,0.0735
18892,0.0735
18895,0.0734
18898,0.0734
18903,0.0734
18908,0.0734
18910,0.0734
18914,0.0734
18916,0.0734
18918,0.0734
18921,0.0734
18923,0.0734
18926,0.0733
18929,0.0733
18930,0.0733
18930,0.0733
18932,0.0733
18934,0.0733
18936,0.0733
18937,0.0733
18940,0.0733
18945,0.0733
18947,0.0733
18948,0.0732
18951,0.0732
18952,0.0732
18956,0.0732
18959,0.0732
18962,0.0732
18966,0.0732
18968,0.0732
18969,0.0732
18971,0.0732
18974,0.0731
18978,0.0731
18983,0.0731
18984,0.0731
18985,0.0731
18990,0.0731
18992,0.0731
18995,0.0731
18997,0.0731
19002,0.0731
19006,0.0730
19011,0.0730
19011,0.0730
19011,0.0730
19012,0.0730
19015,0.0730
19019,0.0730
19024,0.0730
19027,0.0730
19029,0.0730
19033,0.0730
19033,0.0729
19034,0.0729
19035,0.0729
19038,0.0729
19043,0.0729
19043,0.0729
19048,0.0729
19052,0.0729
19054,0.0729
19058,0.0729
19059,0.0729
19061,0.0728
19065,0.0728
19066,0.0728
19069,0.0728
19073,0.0728
19076,0.0728
19079,0.0728
19081,0.0728
19083,0.0728
19085,0.0728
19090,0.0727
19091,0.0727
19094,0.0727
19097,0.0727
19098,0.0727
19102,0.0727
19104,0.0727
19105,0.0727
19106,0.0727
19109,0.0727
19109,0.0727
19111,0.0726
19114,0.0726
19117,0.0726
19118,0.0726
19123,0.0726
19127,0.0726
19132,0.0726
19133,0.0726
19134,0.0726
19136,0.0726
19141,0.0725
19143,0.0725
19145,0.0725
19149,0.0725
19153,0.0725
19158,0.0725
19161,0.0725
19162,0.0725
19162,0.0725
19164,0.0725
19164,0.0725
19168,0.0724
19171,0.0724
19175,0.0724
19176,0.0724
19177,0.0724
19180,0.0724
19184,0.0724
19187,0.0724
19189,0.0724
19191,0.0724
19193,0.0724
19197,0.0723
19198,0.0723
19200,0.0723
19205,0.0723
19207,0.0723
19209,0.0723
19211,0.0723
19214,0.0723
19217,0.0723
19218,0.0723
19219,0.0722
19219,0.0722
19220,0.0722
19222,0.0722
19222,0.0722
19226,0.0722
19230,0.0722
19231,0.0722
19233,0.0722
19237,0.0722
19241,0.0722
19244,0.0721
19245,0.0721
19248,0.0721
19252,0.0721
19253,0.0721
19255,0.0721
19260,0.0721
19261,0.0721
19263,0.0721
19265,0.0721
19265,0.0721
19268,0.0720
19272,0.0720
19272,0.0720
19272,0.0720
19276,0.0720
19277,0.0720
19278,0.0720
19281,0.0720
19285,0.0720
19286,0.0720
19289,0.0720
19294,0.0719
19296,0.0719
19299,0.0719
19302,0.0719
19306,0.0719
19311,0.0719
19314,0.0719
19316,0.0719
19321,0.0719
19325,0.0719
19328,0.0719
19329,0.0718
19333,0.0718
19335,0.0718
19337,0.0718
19338,0.0718
19342,0.0718
19345,0.0718
19348,0.0718
19350,0.0718
19350,0.0718
19352,0.0717
19356,0.0717
19357,0.0717
19358,0.0717
19363,0.0717
19363,0.0717
19363,0.0717
19366,0.0717
19370,0.0717
19371,0.0717
19374,0.0717
19377,0.0716
19380,0.0716
19381,0.0716
19383,0.0716
19387,0.0716
19389,0.0716
19390,0.0716
19394,0.0716
19395,0.0716
19398,0.0716
19399,0.0716
19402,0.0715
19407,0.0715
19410,0.0715
19412,0.0715
19413,0.0715
19414,0.0715
19416,0.0715
19420,0.0715
19422,0.0715
19423,0.0715
19426,0.0715
19431,0.0714
19434,0.0714
19435,0.0714
19437,0.0714
19440,0.0714
19442,0.0714
19444,0.0714
19445,0.0714
19446,0.0714
19448,0.0714
19452,0.0714
19456,0.0713
19457,0.0713
19459,0.0713
19461,0.0713
19462,0.0713
19466,0.0713
19469,0.0713
19472,0.0713
19476,0.0713
19480,0.0713
19484,0.0713
19487,0.0712
19488,0.0712
19490,0.0712
19490,0.0712
19495,0.0712
19497,0.0712
19498,0.0712
19503,0.0712
19507,0.0712
19507,0.0712
19511,0.0712
19516,0.0711
19516,0.0711
19518,0.0711
19520,0.0711
19521,0.0711
19521,0.0711
19522,0.0711
19526,0.0711
19530,0.0711
19532,0.0711
19535,0.0711
19537,0.0710
19541,0.0710
19544,0.0710
19546,0.0710
19547,0.0710
19551,0.0710
19555,0.0710
19557,0.0710
19559,0.0710
19562,0.0710
19566,0.0710
19570,0.0709
19575,0.0709
19580,0.0709
19585,0.0709
19586,0.0709
19588,0.0709
19588,0.0709
19590,0.0709
19592,0.0709
19593,0.0709
19594,0.0709
19598,0.0709
19603,0.0708
19608,0.0708
19610,0.0708
19612,0.0708
19617,0.0708
19620,0.0708
19621,0.0708
19624,0.0708
19624,0.0708
19625,0.0708
19629,0.0708
19633,0.0707
19638,0.0707
19642,0.0707
19642,0.0707
19645,0.0707
19649,0.0707
19653,0.0707
19658,0.0707
19662,0.0707
19662,0.0707
19663,0.0707
19668,0.0706
19671,0.0706
19672,0.0706
19673,0.0706
19676,0.0706
19677,0.0706
19681,0.0706
19683,0.0706
19686,0.0706
19689,0.0706
19691,0.0706
19694,0.0705
19696,0.0705
19697,0.0705
19698,0.0705
19700,0.0705
19702,0.0705
19705,0.0705
19708,0.0705
19713,0.0705
19715,0.0705
19719,0.0705
19724,0.0704
19726,0.0704
19730,0.0704
19733,0.0704
19735,0.0704
19739,0.0704
19741,0.0704
19744,0.0704
19745,0.0704
19749,0.0704
19753,0.0704
19753,0.0704
19756,0.0703
19757,0.0703
19758,0.0703
19759,0.0703
19760,0.0703
19761,0.0703
19763,0.0703
19765,0.0703
19766,0.0703
19769,0.0703
19771,0.0703
19772,0.0702
19775,0.0702
19778,0.0702
19782,0.0702
19787,0.0702
19790,0.0702
19795,0.0702
19796,0.0702
19800,0.0702
19804,0.0702
19808,0.0702
19809,0.0701
19810,0.0701
19812,0.0701
19813,0.0701
19814,0.0701
19816,0.0701
19818,0.0701
19819,0.0701
19822,0.0701
19825,0.0701
19829,0.0701
19832,0.0701
19833,0.0700
19838,0.0700
19839,0.0700
19843,0.0700
19848,0.0700
19850,0.0700
19851,0.0700
19853,0.0700
19858,0.0700
19862,0.0700
19866,0.0700
19867,0.0699
19868,0.0699
19868,0.0699
19869,0.0699
19873,0.0699
19876,0.0699
19878,0.0699
19881,0.0699
19882,0.0699
19884,0.0699
19884,0.0699
19885,0.0699
19890,0.0698
19894,0.0698
19894,0.0698
19897,0.0698
19901,0.0698
19902,0.0698
19905,0.0698
19907,0.0698
19910,0.0698
19913,0.0698
19916,0.0698
19921,0.0697
19922,0.0697
19924,0.0697
19927,0.0697
19927,0.0697
19931,0.0697
19936,0.0697
19938,0.0697
19943,0.0697
19943,0.0697
19944,0.0697
19945,0.0697
19947,0.0696
19952,0.0696
19952,0.0696
19955,0.0696
19959,0.0696
19960,0.0696
19963,0.0696
19965,0.0696
19967,0.0696
19971,0.0696
19972,0.0696
19973,0.0695
19978,0.0695
19980,0.0695
19981,0.0695
19983,0.0695
19984,0.0695
19988,0.0695
19991,0.0695
19994,0.0695
19998,0.0695
19999,0.0695
20002,0.0695
20006,0.0694
20007,0.0694
20009,0.0694
20012,0.0694
20015,0.0694
20016,0.0694
20020,0.0694
20024,0.0694
20028,0.0694
20033,0.0694
20036,0.0694
20037,0.0693
20040,0.0693
20040,0.0693
20043,0.0693
20043,0.0693
20043,0.0693
20044,0.0693
20046,0.0693
20046,0.0693
20050,0.0693
20054,0.0693
20057,0.0693
20058,0.0692
20060,0.0692
20062,0.0692
20066,0.0692
20071,0.0692
20075,0.0692
20080,0.0692
20083,0.0692
20085,0.0692
20090,0.0692
20093,0.0692
20095,0.0692
20097,0.0691
20100,0.0691
20102,0.0691
20103,0.0691
20107,0.0691
20111,0.0691
20111,0.0691
20113,0.0691
20114,0.0691
20118,0.0691
20122,0.0691
20122,0.0691
20125,0.0690
20128,0.0690
20132,0.0690
20135,0.0690
20137,0.0690
20138,0.0690
20139,0.0690
20142,0.0690
20143,0.0690
20143,0.0690
20147,0.0690
20148,0.0689
20150,0.0689
20150,0.0689
20154,0.0689
20155,0.0689
20158,0.0689
20160,0.0689
20163,0.0689
20164,0.0689
20168,0.0689
20172,0.0689
20173,0.0689
20177,0.0688
20181,0.0688
20183,0.0688
20186,0.0688
20190,0.0688
20194,0.0688
20195,0.0688
20198,0.0688
20200,0.0688
20204,0.0688
20208,0.0688
20212,0.0688
20216,0.0687
20220,0.0687
20220,0.0687
20221,0.0687
20225,0.0687
20229,0.0687
20229,0.0687
20232,0.0687
20235,0.0687
20239,0.0687
20242,0.0687
20246,0.0687
20246,0.0686
20249,0.0686
20251,0.0686
20253,0.0686
20253,0.0686
20255,0.0686
20256,0.0686
20258,0.0686
20260,0.0686
20261,0.0686
20265,0.0686
20270,0.0686
20272,0.0685
20272,0.0685
20272,0.0685
20273,0.0685
20278,0.0685
20279,0.0685
20281,0.0685
20285,0.0685
20289,0.0685
20294,0.0685
20295,0.0685
20298,0.0685
20299,0.0684
20300,0.0684
20302,0.0684
20304,0.0684
20308,0.0684
20310,0.0684
20311,0.0684
20313,0.0684
20315,0.0684
20315,0.0684
20319,0.0684
20320,0.0684
20325,0.0683
20329,0.0683
20332,0.0683
20335,0.0683
20338,0.0683
20342,0.0683
20344,0.0683
20347,0.0683
20351,0.0683
20354,0.0683
20357,0.0683
20361,0.0683
20365,0.0682
20365,0.0682
20370,0.0682
20374,0.0682
20379,0.0682
20382,0.0682
20387,0.0682
20387,0.0682
20392,0.0682
20396,0.0682
20400,0.0682
20405,0.0682
20407,0.0681
20411,0.0681
20412,0.0681
20416,0.0681
20420,0.0681
20424,0.0681
20425,0.0681
20425,0.0681
20426,0.0681
20427,0.0681
20428,0.0681
20433,0.0681
20437,0.0680
20442,0.0680
20443,0.0680
20447,0.0680
20449,0.0680
20452,0.0680
20452,0.0680
20454,0.0680
20456,0.0680
20457,0.0680
20459,0.0680
20461,0.0680
20462,0.0679
20462,0.0679
20463,0.0679
20465,0.0679
20468,0.0679
20469,0.0679
20470,0.0679
20470,0.0679
20473,0.0679
20478,0.0679
20480,0.0679
20482,0.0679
20485,0.0678
20488,0.0678
20491,0.0678
20494,0.0678
20494,0.0678
20495,0.0678
20498,0.0678
20500,0.0678
20500,0.0678
20502,0.0678
20505,0.0678
20505,0.0678
20509,0.0677
20510,0.0677
20514,0.0677
20519,0.0677
20522,0.0677
20522,0.0677
20524,0.0677
20529,0.0677
20531,0.0677
20533,0.0677
20538,0.0677
20539,0.0677
20543,0.0676
20546,0.0676
20547,0.0676
20547,0.0676
20552,0.0676
20555,0.0676
20556,0.0676
20558,0.0676
20562,0.0676
20564,0.0676
20564,0.0676
20568,0.0676
20570,0.0676
20574,0.0675
20575,0.0675
20577,0.0675
20578,0.0675
20579,0.0675
20580,0.0675
20584,0.0675
20584,0.0675
20586,0.0675
20588,0.0675
20590,0.0675
20591,0.0675
20594,0.0674
20594,0.0674
20596,0.0674
20600,0.0674
20603,0.0674
20607,0.0674
20608,0.0674
20609,0.0674
20612,0.0674
20612,0.0674
20613,0.0674
20613,0.0674
20613,0.0673
20616,0.0673
20619,0.0673
20622,0.0673
20627,0.0673
20629,0.0673
20634,0.0673
20636,0.0673
20637,0.0673
20639,0.0673
20642,0.0673
20643,0.0673
20644,0.0673
20644,0.0672
20648,0.0672
20649,0.0672
20649,0.0672
20650,0.0672
20650,0.0672
20652,0.0672
20654,0.0672
20659,0.0672
20662,0.0672
20663,0.0672
20666,0.0672
20666,0.0671
20668,0.0671
20671,0.0671
20671,0.0671
20672,0.0671
20676,0.0671
20677,0.0671
20677,0.0671
20681,0.0671
20686,0.0671
20687,0.0671
20688,0.0671
20692,0.0670
20696,0.0670
20698,0.0670
20699,0.0670
20703,0.0670
20707,0.0670
20707,0.0670
20708,0.0670
20711,0.0670
20715,0.0670
20719,0.0670
20723,0.0670
20725,0.0670
20726,0.0669
20730,0.0669
20731,0.0669
20731,0.0669
20734,0.0669
20736,0.0669
20740,0.0669
20742,0.0669
20746,0.0669
20747,0.0669
20749,0.0669
20749,0.0669
20753,0.0668
20754,0.0668
20759,0.0668
20762,0.0668
20766,0.0668
20769,0.0668
20770,0.0668
20773,0.0668
20776,0.0668
20776,0.0668
20777,0.0668
20779,0.0668
20782,0.0668
20783,0.0667
20786,0.0667
20789,0.0667
20790,0.0667
20793,0.0667
20795,0.0667
20798,0.0667
20802,0.0667
20807,0.0667
20807,0.0667
20812,0.0667
20813,0.0667
20815,0.0667
20818,0.0666
20820,0.0666
20825,0.0666
20826,0.0666
20830,0.0666
20832,0.0666
20837,0.0666
20841,0.0666
20846,0.0666
20846,0.0666
20850,0.0666
20852,0.0666
20854,0.0665
20858,0.0665
20860,0.0665
20861,0.0665
20865,0.0665
20868,0.0665
20870,0.0665
20873,0.0665
20874,0.0665
20878,0.0665
20880,0.0665
20881,0.0665
20883,0.0665
20888,0.0664
20892,0.0664
20894,0.0664
20897,0.0664
20898,0.0664
20901,0.0664
20904,0.0664
20906,0.0664
20909,0.0664
20911,0.0664
20914,0.0664
20916,0.0664
20916,0.0664
20918,0.0663
20922,0.0663
20925,0.0663
20926,0.0663
20927,0.0663
20931,0.0663
20933,0.0663
20936,0.0663
20937,0.0663
20941,0.0663
20945,0.0663
20945,0.0663
20947,0.0662
20951,0.0662
20955,0.0662
20959,0.0662
20964,0.0662
20966,0.0662
20967,0.0662
20971,0.0662
20972,0.0662
20972,0.0662
20975,0.0662
20979,0.0662
20981,0.0662
20982,0.0661
20984,0.0661
20984,0.0661
20985,0.0661
20990,0.0661
20994,0.0661
20994,0.0661
20998,0.0661
21000,0.0661
21003,0.0661
21005,0.0661
21005,0.0661
21006,0.0661
21010,0.0660
21010,0.0660
21012,0.0660
21012,0.0660
21017,0.0660
21018,0.0660
21021,0.0660
21022,0.0660
21024,0.0660
21028,0.0660
21031,0.0660
21036,0.0660
21037,0.0660
21040,0.0659
21043,0.0659
21044,0.0659
21049,0.0659
21051,0.0659
21052,0.0659
21053,0.0659
21058,0.0659
21061,0.0659
21063,0.0659
21066,0.0659
21070,0.0659
21073,0.0659
21077,0.0658
21078,0.0658
21079,0.0658
21082,0.0658
21083,0.0658
21085,0.0658
21088,0.0658
21092,0.0658
21096,0.0658
21096,0.0658
21099,0.0658
21100,0.0658
21101,0.0658
21102,0.0657
21106,0.0657
21108,0.0657
21110,0.0657
21114,0.0657
21119,0.0657
21120,0.0657
21124,0.0657
21125,0.0657
21129,0.0657
21132,0.0657
21134,0.0657
21135,0.0657
21138,0.0656
21138,0.0656
21140,0.0656
21144,0.0656
21145,0.0656
21145,0.0656
21145,0.0656
21145,0.0656
21148,0.0656
21150,0.0656
21150,0.0656
21154,0.0656
21156,0.0656
21158,0.0655
21161,0.0655
21164,0.0655
21166,0.0655
21170,0.0655
21171,0.0655
21171,0.0655
21173,0.0655
21173,0.0655
21178,0.0655
21179,0.0655
21183,0.0655
21186,0.0655
21191,0.0654
21194,0.0654
21197,0.0654
21198,0.0654
21200,0.0654
21204,0.0654
21208,0.0654
21212,0.0654
21215,0.0654
21217,0.0654
21218,0.0654
21223,0.0654
21225,0.0654
21227,0.0653
21231,0.0653
21232,0.0653
21235,0.0653
21236,0.0653
21240,0.0653
21244,0.0653
21247,0.0653
21248,0.0653
21249,0.0653
21251,0.0653
21255,0.0653
21259,0.0653
21261,0.0652
21261,0.0652
21262,0.0652
21263,0.0652
21266,0.0652
21268,0.0652
21270,0.0652
21272,0.0652
21274,0.0652
21278,0.0652
21283,0.0652
21286,0.0652
21286,0.0652
21287,0.0651
21289,0.0651
21291,0.0651
21294,0.0651
21298,0.0651
21302,0.0651
21307,0.0651
21308,0.0651
21312,0.0651
21315,0.0651
21316,0.0651
21317,0.0651
21319,0.0651
21323,0.0650
21325,0.0650
21329,0.0650
21334,0.0650
21338,0.0650
21343,0.0650
21348,0.0650
21352,0.0650
21352,0.0650
21355,0.0650
21358,0.0650
21362,0.0650
21363,0.0650
21363,0.0650
21365,0.0649
21365,0.0649
21365,0.0649
21366,0.0649
21368,0.0649
21371,0.0649
21375,0.0649
21376,0.0649
21378,0.0649
21381,0.0649
21386,0.0649
21386,0.0649
21386,0.0649
21388,0.0648
21391,0.0648
21393,0.0648
21396,0.0648
21398,0.0648
21402,0.0648
21405,0.0648
21407,0.0648
21408,0.0648
21411,0.0648
21415,0.0648
21416,0.0648
21419,0.0648
21423,0.0647
21427,0.0647
21431,0.0647
21433,0.0647
21438,0.0647
21439,0.0647
21440,0.0647
21442,0.0647
21443,0.0647
21444,0.0647
21449,0.0647
21453,0.0647
21455,0.0647
21459,0.0647
21461,0.0646
21462,0.0646
21466,0.0646
21469,0.0646
21471,0.0646
21473,0.0646
21476,0.0646
21480,0.0646
21481,0.0646
21484,0.0646
21488,0.0646
21490,0.0646
21493,0.0646
21496,0.0645
21498,0.0645
21499,0.0645
21503,0.0645
21505,0.0645
21506,0.0645
21506,0.0645
21507,0.0645
21509,0.0645
21513,0.0645
21516,0.0645
21517,0.0645
21518,0.0645
21518,0.0644
21519,0.0644
21521,0.0644
21522,0.0644
21526,0.0644
21528,0.0644
21529,0.0644
21531,0.0644
21533,0.0644
21533,0.0644
21538,0.0644
21543,0.0644
21545,0.0644
21545,0.0644
21547,0.0643
21551,0.0643
21553,0.0643
21555,0.0643
21560,0.0643
21561,0.0643
21562,0.0643
21566,0.0643
21568,0.0643
21572,0.0643
21574,0.0643
21574,0.0643
21575,0.0643
21579,0.0642
21581,0.0642
21581,0.0642
21583,0.0642
21584,0.0642
21587,0.0642
21591,0.0642
21596,0.0642
21597,0.0642
21601,0.0642
21603,0.0642
21606,0.0642
21610,0.0642
21614,0.0642
21619,0.0641
21620,0.0641
21620,0.0641
21621,0.0641
21623,0.0641
21625,0.0641
21625,0.0641
21627,0.0641
21627,0.0641
21628,0.0641
21631,0.0641
21636,0.0641
21638,0.0641
21640,0.0641
21641,0.0640
21642,0.0640
21642,0.0640
21642,0.0640
21646,0.0640
21646,0.0640
21646,0.0640
21649,0.0640
21653,0.0640
21655,0.0640
21660,0.0640
21661,0.0640
21661,0.0640
21664,0.0639
21667,0.0639
21671,0.0639
21674,0.0639
21678,0.0639
21679,0.0639
21684,0.0639
21687,0.0639
21691,0.0639
21691,0.0639
21696,0.0639
21696,0.0639
21699,0.0639
21703,0.0639
21706,0.0638
21707,0.0638
21709,0.0638
21713,0.0638
21715,0.0638
21717,0.0638
21719,0.0638
21721,0.0638
21724,0.0638
21726,0.0638
21730,0.0638
21731,0.0638
21734,0.0638
21735,0.0638
21740,0.0637
21741,0.0637
21744,0.0637
21749,0.0637
21753,0.0637
21754,0.0637
21759,0.0637
21760,0.0637
21762,0.0637
21763,0.0637
21765,0.0637
21770,0.0637
21774,0.0637
21779,0.0637
21782,0.0636
21783,0.0636
21786,0.0636
21789,0.0636
21790,0.0636
21792,0.0636
21793,0.0636
21798,0.0636
21799,0.0636
21803,0.0636
21805,0.0636
21809,0.0636
21812,0.0636
21816,0.0635
21819,0.0635
21820,0.0635
21824,0.0635
21829,0.0635
21831,0.0635
21835,0.0635
21839,0.0635
21840,0.0635
21840,0.0635
21842,0.0635
21845,0.0635
21848,0.0635
21853,0.0635
21855,0.0634
21857,0.0634
21862,0.0634
21867,0.0634
21867,0.0634
21871,0.0634
21875,0.0634
21877,0.0634
21880,0.0634
21882,0.0634
21884,0.0634
21888,0.0634
21893,0.0634
21897,0.0634
21899,0.0633
21901,0.0633
21903,0.0633
21906,0.0633
21910,0.0633
21911,0.0633
21913,0.0633
21914,0.0633
21915,0.0633
21919,0.0633
21924,0.0633
21927,0.0633
21930,0.0633
21933,0.0633
21935,0.0632
21939,0.0632
21941,0.0632
21941,0.0632
21944,0.0632
21945,0.0632
21947,0.0632
21949,0.0632
21951,0.0632
21952,0.0632
21957,0.0632
21958,0.0632
21961,0.0632
21961,0.0632
21962,0.0631
21962,0.0631
21964,0.0631
21965,0.0631
21967,0.0631
21970,0.0631
21974,0.0631
21977,0.0631
21978,0.0631
21978,0.0631
21982,0.0631
21984,0.0631
21988,0.0631
21990,0.0631
21991,0.0630
21994,0.0630
21998,0.0630
22001,0.0630
22001,0.0630
22005,0.0630
22009,0.0630
22010,0.0630
22013,0.0630
22014,0.0630
22016,0.0630
22020,0.0630
22024,0.0630
22027,0.0630
22028,0.0629
22029,0.0629
22034,0.0629
22037,0.0629
22040,0.0629
22041,0.0629
22043,0.0629
22045,0.0629
22047,0.0629
22051,0.0629
22054,0.0629
22054,0.0629
22058,0.0629
22059,0.0629
22061,0.0629
22063,0.0628
22068,0.0628
22070,0.0628
22074,0.0628
22077,0.0628
22078,0.0628
22078,0.0628
22083,0.0628
22088,0.0628
22089,0.0628
22090,0.0628
22091,0.0628
22093,0.0628
22098,0.0628
22100,0.0627
22105,0.0627
22106,0.0627
22108,0.0627
22108,0.0627
22112,0.0627
22113,0.0627
22116,0.0627
22120,0.0627
22123,0.0627
22125,0.0627
22125,0.0627
22130,0.0627
22133,0.0627
22135,0.0626
22138,0.0626
22141,0.0626
22145,0.0626
22149,0.0626
22152,0.0626
22152,0.0626
22155,0.0626
22159,0.0626
22161,0.0626
22162,0.0626
22162,0.0626
22166,0.0626
22170,0.0626
22170,0.0625
22173,0.0625
22173,0.0625
22177,0.0625
22180,0.0625
22184,0.0625
22187,0.0625
22191,0.0625
22193,0.0625
22195,0.0625
22200,0.0625
22205,0.0625
22206,0.0625
22207,0.0625
22209,0.0625
22210,0.0624
22212,0.0624
22215,0.0624
22220,0.0624
22220,0.0624
22220,0.0624
22224,0.0624
22227,0.0624
22229,0.0624
22232,0.0624
22237,0.0624
22242,0.0624
22245,0.0624
22248,0.0624
22248,0.0623
22248,0.0623
22249,0.0623
22251,0.0623
22253,0.0623
22253,0.0623
22257,0.0623
22261,0.0623
22264,0.0623
22265,0.0623
22268,0.0623
22269,0.0623
22271,0.0623
22276,0.0623
22279,0.0622
22280,0.0622
22284,0.0622
22289,0.0622
22289,0.0622
22293,0.0622
22297,0.0622
22300,0.0622
22304,0.0622
22308,0.0622
22309,0.0622
22313,0.0622
22317,0.0622
22321,0.0622
22325,0.0622
22328,0.0621
22328,0.0621
22330,0.0621
22331,0.0621
22336,0.0621
22340,0.0621
22340,0.0621
22345,0.0621
22345,0.0621
22350,0.0621
22351,0.0621
22353,0.0621
22354,0.0621
22358,0.0621
22363,0.0620
22367,0.0620
22370,0.0620
22370,0.0620
22374,0.0620
22377,0.0620
22380,0.0620
22385,0.0620
22386,0.0620
22387,0.0620
22389,0.0620
22391,0.0620
22393,0.0620
22396,0.0620
22401,0.0620
22402,0.0619
22406,0.0619
22409,0.0619
22413,0.0619
22414,0.0619
22414,0.0619
22415,0.0619
22417,0.0619
22417,0.0619
22418,0.0619
22423,0.0619
22426,0.0619
22429,0.0619
22431,0.0619
22435,0.0619
22438,0.0618
22442,0.0618
22444,0.0618
22448,0.0618
22451,0.0618
22454,0.0618
22457,0.0618
22460,0.0618
22464,0.0618
22466,0.0618
22467,0.0618
22469,0.0618
22472,0.0618
22473,0.0618
22476,0.0617
22477,0.0617
22479,0.0617
22479,0.0617
22482,0.0617
22485,0.0617
22489,0.0617
22490,0.0617
22491,0.0617
22492,0.0617
22496,0.0617
22501,0.0617
22506,0.0617
22506,0.0617
22509,0.0617
22510,0.0616
22512,0.0616
22515,0.0616
22520,0.0616
22524,0.0616
22528,0.0616
22529,0.0616
22534,0.0616
22537,0.0616
22541,0.0616
22543,0.0616
22547,0.0616
22550,0.0616
