# vtime(s),emu-avail(%) for mode:random target-avail(%)=0.6000
9615,0.0427
9619,0.0427
9620,0.0427
9624,0.0426
9625,0.0426
9628,0.0426
9628,0.0426
9632,0.0426
9635,0.0426
9639,0.0426
9641,0.0426
9643,0.0426
9644,0.0425
9645,0.0425
9648,0.0425
9649,0.0425
9653,0.0425
9657,0.0425
9662,0.0425
9666,0.0425
9667,0.0425
9671,0.0424
9673,0.0424
9676,0.0424
9679,0.0424
9680,0.0424
9683,0.0424
9685,0.0424
9689,0.0424
9692,0.0424
9694,0.0423
9697,0.0423
9701,0.0423
9701,0.0423
9702,0.0423
9706,0.0423
9709,0.0423
9709,0.0423
9714,0.0423
9716,0.0422
9718,0.0422
9719,0.0422
9719,0.0422
9722,0.0422
9727,0.0422
9729,0.0422
9730,0.0422
9735,0.0422
9740,0.0421
9743,0.0421
9747,0.0421
9752,0.0421
9752,0.0421
9755,0.0421
9756,0.0421
9759,0.0421
9760,0.0421
9761,0.0421
9761,0.0420
9764,0.0420
9765,0.0420
9769,0.0420
9773,0.0420
9775,0.0420
9775,0.0420
9778,0.0420
9779,0.0420
9784,0.0419
9786,0.0419
9789,0.0419
9793,0.0419
9793,0.0419
9794,0.0419
9796,0.0419
9797,0.0419
9799,0.0419
9802,0.0418
9807,0.0418
9809,0.0418
9810,0.0418
9811,0.0418
9815,0.0418
9817,0.0418
9819,0.0418
9820,0.0418
9821,0.0418
9824,0.0417
9825,0.0417
9829,0.0417
9831,0.0417
9832,0.0417
9835,0.0417
9836,0.0417
9841,0.0417
9844,0.0417
9847,0.0416
9850,0.0416
9851,0.0416
9855,0.0416
9858,0.0416
9862,0.0416
9865,0.0416
9868,0.0416
9872,0.0416
9874,0.0416
9875,0.0415
9880,0.0415
9884,0.0415
9885,0.0415
9889,0.0415
9889,0.0415
9893,0.0415
9896,0.0415
9900,0.0415
9903,0.0414
9907,0.0414
9908,0.0414
9912,0.0414
9912,0.0414
9913,0.0414
9914,0.0414
9917,0.0414
9920,0.0414
9923,0.0414
9927,0.0413
9932,0.0413
9937,0.0413
9940,0.0413
9941,0.0413
9942,0.0413
9943,0.0413
9947,0.0413
9951,0.0413
9951,0.0412
9955,0.0412
9959,0.0412
9960,0.0412
9963,0.0412
9968,0.0412
9972,0.0412
9974,0.0412
9974,0.0412
9978,0.0412
9982,0.0411
9984,0.0411
9984,0.0411
9984,0.0411
9987,0.0411
9990,0.0411
9995,0.0411
9995,0.0411
9996,0.0411
9996,0.0411
10000,0.0410
10002,0.0410
10005,0.0410
10006,0.0410
10008,0.0410
10011,0.0410
10015,0.0410
10016,0.0410
10017,0.0410
10019,0.0409
10021,0.0409
10026,0.0409
10030,0.0409
10033,0.0409
10033,0.0409
10034,0.0409
10039,0.0409
10043,0.0409
10043,0.0409
10047,0.0408
10050,0.0408
10054,0.0408
10055,0.0408
10057,0.0408
10060,0.0408
10064,0.0408
10068,0.0408
10070,0.0408
10075,0.0408
10078,0.0407
10082,0.0407
10086,0.0407
10086,0.0407
10087,0.0407
10091,0.0407
10092,0.0407
10095,0.0407
10098,0.0407
10103,0.0407
10107,0.0406
10109,0.0406
10113,0.0406
10118,0.0406
10121,0.0406
10124,0.0406
10126,0.0406
10129,0.0406
10133,0.0406
10134,0.0406
10137,0.0405
10137,0.0405
10141,0.0405
10144,0.0405
10148,0.0405
10148,0.0405
10152,0.0405
10154,0.0405
10157,0.0405
10158,0.0405
10163,0.0404
10166,0.0404
10166,0.0404
10166,0.0404
10170,0.0404
10171,0.0404
10173,0.0404
10177,0.0404
10180,0.0404
10182,0.0404
10183,0.0403
10185,0.0403
10187,0.0403
10189,0.0403
10191,0.0403
10193,0.0403
10197,0.0403
10200,0.0403
10204,0.0403
10209,0.0403
10209,0.0402
10210,0.0402
10215,0.0402
10219,0.0402
10220,0.0402
10225,0.0402
10225,0.0402
10228,0.0404
10229,0.0407
10231,0.0409
10235,0.0411
10237,0.0414
10238,0.0416
10243,0.0418
10245,0.0421
10248,0.0423
10252,0.0425
10252,0.0428
10254,0.0430
10259,0.0432
10259,0.0435
10260,0.0437
10261,0.0439
10262,0.0442
10266,0.0444
10267,0.0446
10268,0.0449
10270,0.0451
10273,0.0453
10276,0.0456
10278,0.0458
10280,0.0460
10282,0.0463
10284,0.0465
10288,0.0467
10293,0.0470
10294,0.0472
10297,0.0474
10301,0.0477
10303,0.0479
10306,0.0481
10309,0.0483
10310,0.0486
10315,0.0488
10317,0.0490
10318,0.0493
10320,0.0495
10323,0.0497
10327,0.0500
10329,0.0502
10332,0.0504
10333,0.0507
10338,0.0509
10342,0.0511
10342,0.0513
10344,0.0516
10345,0.0518
10346,0.0520
10348,0.0523
10351,0.0525
10352,0.0527
10354,0.0529
10354,0.0532
10354,0.0534
10359,0.0536
10360,0.0539
10361,0.0541
10365,0.0543
10370,0.0543
10371,0.0543
10374,0.0543
10376,0.0543
10377,0.0543
10381,0.0542
10384,0.0542
10388,0.0542
10392,0.0542
10393,0.0542
10394,0.0542
10398,0.0542
10400,0.0542
10403,0.0541
10404,0.0541
10408,0.0541
10409,0.0541
10409,0.0541
10413,0.0541
10416,0.0541
10417,0.0540
10420,0.0540
10422,0.0540
10423,0.0540
10425,0.0540
10429,0.0540
10433,0.0540
10435,0.0540
10439,0.0539
10444,0.0539
10445,0.0539
10447,0.0539
10448,0.0539
10451,0.0539
10452,0.0539
10456,0.0539
10460,0.0538
10464,0.0538
10464,0.0538
10467,0.0538
10470,0.0538
10475,0.0538
10480,0.0538
10483,0.0538
10485,0.0537
10488,0.0537
10493,0.0537
10496,0.0537
10497,0.0537
10500,0.0537
10502,0.0537
10503,0.0536
10503,0.0536
10504,0.0536
10507,0.0536
10510,0.0536
10514,0.0536
10516,0.0536
10518,0.0536
10523,0.0535
10527,0.0535
10527,0.0535
10531,0.0535
10536,0.0535
10540,0.0535
10544,0.0535
10545,0.0535
10546,0.0534
10550,0.0534
10553,0.0534
10556,0.0534
10559,0.0534
10560,0.0534
10560,0.0534
10563,0.0534
10563,0.0533
10568,0.0533
10569,0.0533
10570,0.0533
10574,0.0533
10575,0.0533
10578,0.0533
10582,0.0533
10585,0.0532
10587,0.0532
10588,0.0532
10589,0.0532
10592,0.0532
10593,0.0532
10593,0.0532
10593,0.0532
10598,0.0531
10599,0.0531
10603,0.0531
10605,0.0531
10607,0.0531
10607,0.0531
10609,0.0531
10609,0.0531
10613,0.0530
10616,0.0530
10618,0.0530
10621,0.0530
10625,0.0530
10630,0.0530
10632,0.0530
10637,0.0530
10641,0.0529
10642,0.0529
10643,0.0529
10648,0.0529
10649,0.0529
10650,0.0529
10651,0.0529
10651,0.0529
10652,0.0528
10656,0.0528
10659,0.0528
10664,0.0528
10669,0.0528
10670,0.0528
10673,0.0528
10674,0.0528
10679,0.0527
10684,0.0527
10688,0.0527
10689,0.0527
10689,0.0527
10691,0.0527
10691,0.0527
10695,0.0527
10697,0.0526
10697,0.0526
10700,0.0526
10701,0.0526
10701,0.0526
10702,0.0526
10705,0.0526
10708,0.0526
10713,0.0525
10714,0.0525
10716,0.0525
10721,0.0525
10722,0.0525
10723,0.0525
10726,0.0525
10729,0.0525
10730,0.0524
10734,0.0524
10738,0.0524
10740,0.0524
10741,0.0524
10744,0.0524
10744,0.0524
10749,0.0524
10749,0.0523
10751,0.0523
10751,0.0523
10754,0.0523
10756,0.0523
10760,0.0523
10764,0.0523
10767,0.0523
10771,0.0523
10773,0.0522
10777,0.0522
10782,0.0522
10786,0.0522
10789,0.0522
10789,0.0522
10794,0.0522
10795,0.0522
10796,0.0521
10798,0.0521
10803,0.0521
10804,0.0521
10808,0.0521
10811,0.0521
10816,0.0521
10820,0.0521
10823,0.0520
10825,0.0520
10828,0.0520
10828,0.0520
10831,0.0520
10833,0.0520
10833,0.0520
10834,0.0520
10834,0.0520
10834,0.0519
10839,0.0519
10839,0.0519
10843,0.0519
10847,0.0519
10850,0.0519
10855,0.0519
10859,0.0519
10863,0.0518
10863,0.0518
10864,0.0518
10868,0.0518
10870,0.0518
10872,0.0518
10875,0.0518
10877,0.0518
10878,0.0517
10882,0.0517
10883,0.0517
10888,0.0517
10891,0.0517
10891,0.0517
10895,0.0517
10900,0.0517
10902,0.0517
10902,0.0516
10906,0.0516
10908,0.0516
10912,0.0516
10914,0.0516
10914,0.0516
10914,0.0516
10915,0.0516
10916,0.0515
10918,0.0515
10921,0.0515
10922,0.0515
10923,0.0515
10923,0.0515
10925,0.0515
10925,0.0515
10926,0.0515
10927,0.0514
10931,0.0514
10936,0.0514
10937,0.0514
10942,0.0514
10944,0.0514
10947,0.0514
10948,0.0514
10950,0.0513
10953,0.0513
10954,0.0513
10957,0.0513
10958,0.0513
10960,0.0513
10961,0.0513
10962,0.0513
10965,0.0513
10966,0.0512
10968,0.0512
10970,0.0512
10974,0.0512
10975,0.0512
10976,0.0512
10978,0.0512
10980,0.0512
10982,0.0511
10983,0.0511
10985,0.0511
10989,0.0511
10991,0.0511
10994,0.0511
10996,0.0511
11000,0.0511
11003,0.0511
11004,0.0510
11004,0.0510
11005,0.0510
11006,0.0510
11010,0.0510
11011,0.0510
11012,0.0510
11016,0.0510
11021,0.0510
11022,0.0509
11023,0.0509
11027,0.0509
11029,0.0509
11029,0.0509
11032,0.0509
11035,0.0509
11036,0.0509
11037,0.0508
11041,0.0508
11046,0.0508
11050,0.0508
11054,0.0508
11057,0.0508
11062,0.0508
11064,0.0508
11068,0.0508
11072,0.0507
11075,0.0507
11075,0.0507
11078,0.0507
11081,0.0507
11081,0.0507
11084,0.0507
11088,0.0507
11090,0.0507
11093,0.0506
11095,0.0506
11097,0.0506
11100,0.0506
11101,0.0506
11103,0.0506
11107,0.0506
11108,0.0506
11111,0.0506
11112,0.0505
11116,0.0505
11120,0.0505
11120,0.0505
11123,0.0505
11125,0.0505
11126,0.0505
11126,0.0505
11127,0.0504
11128,0.0504
11132,0.0504
11136,0.0504
11139,0.0504
11140,0.0504
11143,0.0504
11143,0.0504
11144,0.0504
11145,0.0503
11150,0.0503
11153,0.0503
11154,0.0503
11159,0.0503
11163,0.0503
11167,0.0503
11171,0.0503
11171,0.0503
11175,0.0502
11178,0.0502
11179,0.0502
11179,0.0502
11182,0.0502
11187,0.0502
11188,0.0502
11191,0.0502
11196,0.0502
11196,0.0501
11197,0.0501
11197,0.0501
11198,0.0501
11199,0.0501
11202,0.0501
11203,0.0501
11203,0.0501
11204,0.0501
11208,0.0500
11213,0.0500
11213,0.0500
11217,0.0500
11220,0.0500
11223,0.0500
11225,0.0500
11227,0.0500
11229,0.0500
11231,0.0499
11231,0.0499
11231,0.0499
11231,0.0499
11234,0.0499
11237,0.0499
11237,0.0499
11240,0.0499
11242,0.0499
11244,0.0498
11249,0.0498
11252,0.0498
11254,0.0498
11254,0.0498
11255,0.0498
11256,0.0498
11259,0.0498
11262,0.0498
11265,0.0497
11265,0.0497
11266,0.0497
11267,0.0497
11268,0.0497
11272,0.0497
11273,0.0497
11276,0.0497
11277,0.0497
11277,0.0496
11278,0.0496
11281,0.0496
11282,0.0496
11283,0.0496
11287,0.0496
11288,0.0496
11288,0.0496
11291,0.0496
11295,0.0495
11298,0.0495
11301,0.0495
11303,0.0495
11304,0.0495
11304,0.0495
11305,0.0495
11309,0.0495
11311,0.0495
11315,0.0495
11320,0.0494
11322,0.0494
11326,0.0494
11330,0.0494
11330,0.0494
11331,0.0494
11335,0.0494
11339,0.0494
11340,0.0494
11344,0.0493
11346,0.0493
11348,0.0493
11349,0.0493
11350,0.0493
11353,0.0493
11355,0.0493
11355,0.0493
11357,0.0493
11358,0.0492
11359,0.0492
11363,0.0492
11367,0.0492
11367,0.0492
11368,0.0492
11369,0.0492
11374,0.0492
11376,0.0492
11379,0.0491
11383,0.0491
11388,0.0491
11392,0.0491
11395,0.0491
11396,0.0491
11399,0.0491
11404,0.0491
11409,0.0491
11411,0.0491
11416,0.0490
11420,0.0490
11421,0.0490
11422,0.0490
11427,0.0490
11430,0.0490
11435,0.0490
11437,0.0490
11441,0.0490
11443,0.0489
11443,0.0489
11448,0.0489
11450,0.0489
11454,0.0489
11459,0.0489
11462,0.0489
11463,0.0489
11465,0.0489
11466,0.0488
11468,0.0488
11469,0.0488
11469,0.0488
11473,0.0488
11476,0.0488
11479,0.0488
11482,0.0488
11485,0.0488
11489,0.0488
11493,0.0487
11495,0.0487
11500,0.0487
11504,0.0487
11508,0.0487
11508,0.0487
11510,0.0487
11515,0.0487
11516,0.0487
11520,0.0486
11523,0.0486
11524,0.0486
11529,0.0486
11532,0.0486
11536,0.0486
11537,0.0486
11541,0.0486
11544,0.0486
11544,0.0486
11545,0.0485
11546,0.0485
11551,0.0485
11553,0.0485
11554,0.0485
11557,0.0485
11561,0.0485
11561,0.0485
11563,0.0485
11565,0.0484
11569,0.0484
11570,0.0484
11573,0.0484
11574,0.0484
11576,0.0484
11581,0.0484
11585,0.0484
11587,0.0484
11588,0.0484
11592,0.0483
11595,0.0483
11597,0.0483
11600,0.0483
11602,0.0483
11604,0.0483
11608,0.0483
11613,0.0483
11616,0.0483
11616,0.0483
11617,0.0482
11618,0.0482
11619,0.0482
11621,0.0482
11622,0.0482
11626,0.0482
11627,0.0482
11628,0.0482
11631,0.0482
11635,0.0481
11639,0.0481
11640,0.0481
11642,0.0481
11645,0.0481
11646,0.0481
11651,0.0481
11651,0.0481
11655,0.0481
11657,0.0481
11659,0.0480
11661,0.0480
11664,0.0480
11666,0.0480
11670,0.0480
11672,0.0480
11674,0.0480
11677,0.0480
11681,0.0480
11683,0.0480
11684,0.0479
11686,0.0479
11687,0.0479
11691,0.0479
11694,0.0479
11696,0.0479
11698,0.0479
11703,0.0479
11703,0.0479
11707,0.0479
11712,0.0478
11714,0.0478
11717,0.0478
11722,0.0478
11725,0.0478
11728,0.0478
11730,0.0478
11732,0.0478
11737,0.0478
11737,0.0478
11741,0.0477
11742,0.0477
11743,0.0477
11747,0.0477
11751,0.0477
11755,0.0477
11757,0.0477
11758,0.0477
11761,0.0477
11763,0.0476
11767,0.0476
11772,0.0476
11774,0.0476
11777,0.0476
11778,0.0476
11781,0.0476
11785,0.0476
11786,0.0476
11789,0.0476
11790,0.0475
11794,0.0475
11795,0.0475
11798,0.0475
11798,0.0475
11802,0.0475
11802,0.0475
11806,0.0475
11809,0.0475
11811,0.0475
11812,0.0474
11815,0.0474
11817,0.0474
11817,0.0474
11818,0.0474
11819,0.0474
11822,0.0474
11826,0.0474
11830,0.0474
11835,0.0474
11835,0.0473
11837,0.0473
11840,0.0473
11843,0.0473
11845,0.0473
11849,0.0473
11853,0.0473
11857,0.0473
11862,0.0473
11864,0.0473
11865,0.0472
11865,0.0472
11867,0.0472
11869,0.0472
11870,0.0472
11872,0.0472
11876,0.0472
11880,0.0472
11884,0.0472
11884,0.0472
11885,0.0472
11890,0.0471
11893,0.0471
11896,0.0471
11896,0.0471
11897,0.0471
11897,0.0471
11899,0.0471
11902,0.0471
11907,0.0471
11910,0.0471
11911,0.0470
11913,0.0470
11913,0.0470
11915,0.0470
11919,0.0470
11920,0.0470
11923,0.0470
11924,0.0470
11929,0.0470
11934,0.0470
11936,0.0469
11938,0.0469
11943,0.0469
11945,0.0469
11948,0.0469
11952,0.0469
11955,0.0469
11958,0.0469
11963,0.0469
11964,0.0469
11966,0.0468
11968,0.0468
11970,0.0468
11975,0.0468
11977,0.0468
11979,0.0468
11983,0.0468
11983,0.0468
11985,0.0468
11987,0.0468
11988,0.0467
11989,0.0467
11990,0.0467
11994,0.0467
11996,0.0467
11997,0.0467
11999,0.0467
12003,0.0467
12007,0.0467
12009,0.0467
12009,0.0467
12013,0.0466
12016,0.0466
12016,0.0466
12017,0.0466
12020,0.0466
12022,0.0466
12024,0.0466
12029,0.0466
12030,0.0466
12035,0.0466
12036,0.0465
12039,0.0465
12042,0.0465
12044,0.0465
12046,0.0465
12049,0.0465
12050,0.0465
12055,0.0465
12057,0.0465
12059,0.0465
12063,0.0464
12066,0.0464
12070,0.0464
12073,0.0464
12075,0.0464
12080,0.0464
12080,0.0464
12084,0.0464
12085,0.0464
12089,0.0464
12092,0.0464
12095,0.0463
12100,0.0463
12101,0.0463
12104,0.0463
12106,0.0463
12110,0.0463
12115,0.0463
12119,0.0463
12121,0.0463
12122,0.0463
12125,0.0462
12127,0.0462
12132,0.0462
12136,0.0462
12140,0.0462
12141,0.0462
12143,0.0462
12147,0.0462
12149,0.0462
12154,0.0462
12158,0.0462
12163,0.0461
12165,0.0461
12167,0.0461
12172,0.0461
12174,0.0461
12178,0.0461
12180,0.0461
12184,0.0461
12186,0.0461
12188,0.0461
12189,0.0460
12194,0.0460
12199,0.0460
12203,0.0460
12203,0.0460
12207,0.0460
12208,0.0460
12210,0.0460
12212,0.0460
12214,0.0460
12216,0.0460
12221,0.0459
12221,0.0459
12224,0.0459
12226,0.0459
12229,0.0459
12230,0.0459
12235,0.0459
12238,0.0459
12242,0.0459
12243,0.0459
12243,0.0459
12247,0.0458
12247,0.0458
12248,0.0458
12249,0.0458
12251,0.0458
12253,0.0458
12257,0.0458
12261,0.0458
12261,0.0458
12266,0.0458
12267,0.0458
12270,0.0457
12270,0.0457
12270,0.0457
12272,0.0457
12275,0.0457
12275,0.0457
12280,0.0457
12282,0.0457
12285,0.0457
12287,0.0457
12287,0.0456
12291,0.0456
12291,0.0456
12293,0.0456
12297,0.0456
12298,0.0456
12301,0.0456
12305,0.0456
12307,0.0456
12308,0.0456
12309,0.0456
12309,0.0455
12311,0.0455
12312,0.0455
12313,0.0455
12316,0.0455
12321,0.0455
12325,0.0455
12329,0.0455
12332,0.0455
12336,0.0455
12338,0.0455
12338,0.0454
12341,0.0454
12341,0.0454
12346,0.0454
12349,0.0454
12351,0.0454
12353,0.0454
12357,0.0454
12361,0.0454
12362,0.0454
12363,0.0454
12365,0.0453
12369,0.0453
12373,0.0453
12376,0.0453
12379,0.0453
12381,0.0453
12382,0.0453
12386,0.0453
12387,0.0453
12392,0.0453
12392,0.0453
12395,0.0452
12395,0.0452
12399,0.0452
12402,0.0452
12404,0.0452
12406,0.0452
12407,0.0452
12409,0.0452
12414,0.0452
12416,0.0452
12419,0.0452
12420,0.0451
12420,0.0451
12423,0.0451
12426,0.0451
12426,0.0451
12427,0.0451
12431,0.0451
12435,0.0451
12436,0.0451
12438,0.0451
12438,0.0451
12440,0.0450
12443,0.0450
12445,0.0450
12450,0.0450
12454,0.0450
12458,0.0450
12460,0.0450
12464,0.0450
12466,0.0450
12468,0.0450
12472,0.0450
12472,0.0449
12474,0.0449
12479,0.0449
12483,0.0449
12485,0.0449
12486,0.0449
12487,0.0449
12487,0.0449
12492,0.0449
12492,0.0449
12493,0.0449
12494,0.0448
12495,0.0448
12498,0.0448
12502,0.0448
12506,0.0448
12507,0.0448
12507,0.0448
12508,0.0448
12510,0.0448
12514,0.0448
12518,0.0448
12519,0.0447
12520,0.0447
12520,0.0447
12523,0.0447
12525,0.0447
12528,0.0447
12528,0.0447
12528,0.0447
12531,0.0447
12532,0.0447
12536,0.0447
12537,0.0447
12541,0.0446
12545,0.0446
12548,0.0446
12550,0.0446
12553,0.0446
12553,0.0446
12556,0.0446
12556,0.0446
12558,0.0446
12558,0.0446
12558,0.0446
12560,0.0445
12562,0.0445
12565,0.0445
12568,0.0445
12569,0.0445
12574,0.0445
12578,0.0445
12581,0.0445
12582,0.0445
12585,0.0445
12588,0.0445
12590,0.0444
12594,0.0444
12596,0.0444
12596,0.0444
12600,0.0444
12602,0.0444
12603,0.0444
12607,0.0444
12610,0.0444
12610,0.0444
12611,0.0444
12613,0.0444
12617,0.0443
12621,0.0443
12624,0.0443
12625,0.0443
12628,0.0443
12633,0.0443
12633,0.0443
12638,0.0443
12641,0.0443
12642,0.0443
12646,0.0443
12648,0.0442
12653,0.0442
12657,0.0442
12659,0.0442
12663,0.0442
12668,0.0442
12672,0.0442
12675,0.0442
12677,0.0442
12679,0.0442
12682,0.0442
12682,0.0442
12684,0.0441
12686,0.0441
12688,0.0441
12693,0.0441
12696,0.0441
12697,0.0441
12697,0.0441
12699,0.0441
12703,0.0441
12707,0.0441
12708,0.0441
12712,0.0440
12712,0.0440
12714,0.0440
12717,0.0440
12720,0.0440
12725,0.0440
12726,0.0440
12730,0.0440
12734,0.0440
12737,0.0440
12739,0.0440
12740,0.0440
12740,0.0439
12741,0.0439
12741,0.0439
12745,0.0439
12747,0.0439
12750,0.0439
12753,0.0439
12757,0.0439
12760,0.0439
12763,0.0439
12767,0.0439
12768,0.0439
12771,0.0438
12774,0.0438
12778,0.0438
12783,0.0438
12783,0.0438
12788,0.0438
12788,0.0438
12789,0.0438
12793,0.0438
12796,0.0438
12796,0.0438
12797,0.0437
12799,0.0437
12800,0.0437
12802,0.0437
12805,0.0437
12809,0.0437
12813,0.0437
12817,0.0437
12818,0.0437
12820,0.0437
12820,0.0437
12823,0.0437
12826,0.0436
12829,0.0436
12834,0.0436
12836,0.0436
12838,0.0436
12842,0.0436
12843,0.0436
12846,0.0436
12847,0.0436
12852,0.0436
12853,0.0436
12856,0.0436
12858,0.0435
12861,0.0435
12862,0.0435
12862,0.0435
12864,0.0435
12868,0.0435
12872,0.0435
12875,0.0435
12876,0.0435
12881,0.0435
12883,0.0435
12883,0.0435
12888,0.0434
12889,0.0434
12894,0.0434
12897,0.0434
12902,0.0434
12902,0.0434
12902,0.0434
12903,0.0434
12906,0.0434
12909,0.0434
12912,0.0434
12912,0.0434
12915,0.0433
12915,0.0433
12917,0.0433
12922,0.0433
12922,0.0433
12926,0.0433
12927,0.0433
12931,0.0433
12932,0.0433
12934,0.0433
12936,0.0433
12937,0.0433
12939,0.0432
12943,0.0432
12943,0.0432
12946,0.0432
12949,0.0432
12951,0.0432
12954,0.0432
12957,0.0432
12962,0.0432
12964,0.0432
12968,0.0432
12970,0.0432
12972,0.0431
12973,0.0431
12977,0.0431
12980,0.0431
12984,0.0431
12985,0.0431
12987,0.0433
12990,0.0435
12992,0.0437
12996,0.0438
12996,0.0440
13001,0.0442
13004,0.0444
13005,0.0446
13007,0.0448
13008,0.0449
13010,0.0451
13011,0.0453
13014,0.0455
13019,0.0457
13022,0.0458
13024,0.0460
13026,0.0462
13029,0.0464
13029,0.0466
13031,0.0468
13033,0.0469
13034,0.0471
13036,0.0473
13037,0.0475
13039,0.0477
13041,0.0478
13043,0.0480
13044,0.0482
13048,0.0484
13052,0.0486
13053,0.0488
13056,0.0489
13059,0.0491
13061,0.0493
13064,0.0495
13065,0.0497
13068,0.0498
13071,0.0500
13072,0.0502
13075,0.0504
13077,0.0506
13078,0.0507
13078,0.0509
13083,0.0511
13087,0.0513
13091,0.0515
13094,0.0516
13098,0.0518
13101,0.0520
13104,0.0522
13105,0.0524
13106,0.0525
13109,0.0527
13110,0.0529
13114,0.0531
13117,0.0533
13120,0.0534
13121,0.0536
13126,0.0538
13127,0.0540
13130,0.0542
13134,0.0543
13137,0.0545
13139,0.0547
13144,0.0549
13148,0.0551
13151,0.0552
13155,0.0554
13159,0.0556
13162,0.0558
13165,0.0559
13167,0.0561
13168,0.0563
13171,0.0565
13173,0.0567
13175,0.0568
13175,0.0570
13177,0.0572
13181,0.0574
13181,0.0575
13184,0.0577
13187,0.0579
13191,0.0581
13192,0.0583
13196,0.0584
13199,0.0586
13201,0.0588
13204,0.0590
13207,0.0590
13212,0.0589
13214,0.0589
13216,0.0589
13219,0.0589
13221,0.0589
13222,0.0589
13225,0.0589
13228,0.0589
13229,0.0589
13230,0.0588
13231,0.0588
13233,0.0588
13234,0.0588
13237,0.0588
13242,0.0588
13246,0.0588
13249,0.0588
13253,0.0588
13254,0.0587
13257,0.0587
13261,0.0587
13263,0.0587
13266,0.0587
13266,0.0587
13266,0.0587
13267,0.0587
13269,0.0587
13269,0.0586
13274,0.0586
13275,0.0586
13279,0.0586
13280,0.0586
13284,0.0586
13285,0.0586
13287,0.0586
13289,0.0586
13293,0.0585
13296,0.0585
13299,0.0585
13303,0.0585
13307,0.0585
13309,0.0585
13310,0.0585
13312,0.0585
13316,0.0585
13319,0.0585
13324,0.0584
13325,0.0584
13328,0.0584
13328,0.0584
13332,0.0584
13335,0.0584
13339,0.0584
13342,0.0584
13344,0.0584
13349,0.0583
13351,0.0583
13356,0.0583
13357,0.0583
13360,0.0583
13361,0.0583
13366,0.0583
13370,0.0583
13370,0.0583
13374,0.0582
13376,0.0582
13381,0.0582
13382,0.0582
13385,0.0582
13388,0.0582
13388,0.0582
13391,0.0582
13395,0.0582
13400,0.0581
13402,0.0581
13406,0.0581
13409,0.0581
13414,0.0581
13414,0.0581
13417,0.0581
13421,0.0581
13423,0.0581
13425,0.0580
13428,0.0580
13431,0.0580
13436,0.0580
13437,0.0580
13439,0.0580
13443,0.0580
13446,0.0580
13451,0.0580
13453,0.0580
13458,0.0579
13460,0.0579
13462,0.0579
13465,0.0579
13470,0.0579
13474,0.0579
13476,0.0579
13477,0.0579
13479,0.0579
13481,0.0578
13486,0.0578
13487,0.0578
13488,0.0578
13488,0.0578
13490,0.0578
13494,0.0578
13494,0.0578
13497,0.0578
13501,0.0577
13502,0.0577
13503,0.0577
13506,0.0577
13507,0.0577
13509,0.0577
13510,0.0577
13511,0.0577
13514,0.0577
13516,0.0577
13517,0.0576
13520,0.0576
13522,0.0576
13524,0.0576
13526,0.0576
13530,0.0576
13535,0.0576
13540,0.0576
13543,0.0576
13547,0.0575
13548,0.0575
13550,0.0575
13551,0.0575
13551,0.0575
13553,0.0575
13554,0.0575
13554,0.0575
13557,0.0575
13557,0.0575
13560,0.0574
13564,0.0574
13567,0.0574
13569,0.0574
13573,0.0574
13577,0.0574
13578,0.0574
13583,0.0574
13584,0.0574
13584,0.0573
13587,0.0573
13592,0.0573
13596,0.0573
13600,0.0573
13601,0.0573
13602,0.0573
13603,0.0573
13606,0.0573
13606,0.0573
13609,0.0572
13612,0.0572
13616,0.0572
13620,0.0572
13620,0.0572
13622,0.0572
13624,0.0572
13625,0.0572
13625,0.0572
13626,0.0571
13628,0.0571
13628,0.0571
13632,0.0571
13633,0.0571
13637,0.0571
13638,0.0571
13638,0.0571
13641,0.0571
13645,0.0571
13649,0.0570
13653,0.0570
13654,0.0570
13654,0.0570
13655,0.0570
13659,0.0570
13661,0.0570
13662,0.0570
13662,0.0570
13662,0.0570
13663,0.0569
13667,0.0569
13670,0.0569
13670,0.0569
13671,0.0569
13672,0.0569
13673,0.0569
13677,0.0569
13681,0.0569
13683,0.0568
13686,0.0568
13686,0.0568
13689,0.0568
13693,0.0568
13698,0.0568
13702,0.0568
13703,0.0568
13704,0.0568
13709,0.0568
13711,0.0567
13716,0.0567
13719,0.0567
13721,0.0567
13722,0.0567
13726,0.0567
13729,0.0567
13733,0.0567
13735,0.0567
13740,0.0567
13744,0.0566
13747,0.0566
13747,0.0566
13747,0.0566
13752,0.0566
13757,0.0566
13760,0.0566
13764,0.0566
13767,0.0566
13769,0.0565
13771,0.0565
13774,0.0565
13774,0.0565
13776,0.0565
13779,0.0565
13782,0.0565
13785,0.0565
13785,0.0565
13786,0.0565
13787,0.0564
13789,0.0564
13789,0.0564
13790,0.0564
13792,0.0564
13792,0.0564
13795,0.0564
13800,0.0564
13803,0.0564
13805,0.0564
13805,0.0563
13807,0.0563
13808,0.0563
13813,0.0563
13813,0.0563
13818,0.0563
13821,0.0563
13823,0.0563
13827,0.0563
13832,0.0563
13835,0.0562
13837,0.0562
13840,0.0562
13845,0.0562
13845,0.0562
13849,0.0562
13850,0.0562
13853,0.0562
13855,0.0562
13856,0.0562
13861,0.0561
13861,0.0561
13865,0.0561
13869,0.0561
13869,0.0561
13869,0.0561
13871,0.0561
13872,0.0561
13873,0.0561
13875,0.0561
13878,0.0560
13879,0.0560
13881,0.0560
