# epsilon,omega-init,avdiff (trials=20)
0.05,362,0.0952
0.05,372,0.1026
0.05,382,0.0988
0.05,392,0.1031
0.05,402,0.1026
0.05,412,0.0944
0.05,422,0.1002
0.05,432,0.1035
0.05,442,0.1025
0.05,452,0.1039
0.05,462,0.0998
0.05,472,0.0976
0.05,482,0.1024
0.05,492,0.1011
0.05,502,0.0953
0.05,512,0.0940
0.05,522,0.1006
0.05,532,0.0998
0.05,542,0.1050
0.05,552,0.1064
0.05,562,0.1044
0.05,572,0.1061
0.05,582,0.1012
0.05,592,0.1004
0.05,602,0.0998
0.05,612,0.0998
0.05,622,0.0963
0.05,632,0.0991
0.05,642,0.0937
0.05,652,0.1003
0.05,662,0.0968
0.05,672,0.1011
0.05,682,0.0999
0.05,692,0.1022
0.05,702,0.0988
0.05,712,0.1001
0.05,722,0.0972
0.05,732,0.0999
0.05,742,0.0984
0.05,752,0.1036
0.05,762,0.1014
0.05,772,0.1012
0.05,782,0.0984
0.05,792,0.1049
0.05,802,0.1012
0.05,812,0.0999
0.05,822,0.1008
0.05,832,0.1023
0.05,842,0.1010
0.05,852,0.1003
0.05,862,0.1031
0.05,872,0.0997
0.05,882,0.1031
0.05,892,0.1020
0.05,902,0.1006
0.05,912,0.1018
0.05,922,0.1014
0.05,932,0.1008
0.05,942,0.1040
0.05,952,0.0996
0.05,962,0.0988
0.05,972,0.0990
0.05,982,0.1010
0.05,992,0.0985
0.05,1002,0.1004
0.05,1012,0.0990
0.05,1022,0.1022
0.09,2,0.0500
0.09,12,0.0792
0.09,22,0.0909
0.09,32,0.0922
0.09,42,0.0929
0.09,52,0.1087
0.09,62,0.1008
0.09,72,0.1021
0.09,82,0.0963
0.09,92,0.0962
0.09,102,0.1020
0.09,112,0.1107
0.09,122,0.0902
0.09,132,0.0985
0.09,142,0.1070
0.09,152,0.0961
0.09,162,0.0988
0.09,172,0.1140
0.09,182,0.0995
0.09,192,0.0922
0.09,202,0.0916
0.09,212,0.0965
0.09,222,0.0975
0.09,232,0.1071
0.09,242,0.0907
0.09,252,0.1020
0.09,262,0.1000
0.09,272,0.0943
0.09,282,0.1005
0.09,292,0.1000
0.09,302,0.0995
0.09,312,0.1026
0.09,322,0.0969
0.09,332,0.0991
0.09,342,0.1013
0.09,352,0.0989
0.09,362,0.0993
0.09,372,0.1034
0.09,382,0.0965
0.09,392,0.1028
0.09,402,0.1016
0.09,412,0.1012
0.09,422,0.1011
0.09,432,0.1042
0.09,442,0.0975
0.09,452,0.1011
0.09,462,0.0986
0.09,472,0.1012
0.09,482,0.0965
0.09,492,0.1001
0.09,502,0.1013
0.09,512,0.0956
0.09,522,0.1000
0.09,532,0.1003
0.09,542,0.0984
0.09,552,0.1016
0.09,562,0.1009
0.09,572,0.0963
0.09,582,0.1028
0.09,592,0.0969
0.09,602,0.0988
0.09,612,0.0934
0.09,622,0.1013
0.09,632,0.1003
0.09,642,0.0963
0.09,652,0.0973
0.09,662,0.1020
0.09,672,0.0993
0.09,682,0.0998
0.09,692,0.0985
0.09,702,0.0993
0.09,712,0.0966
0.09,722,0.1012
0.09,732,0.0979
0.09,742,0.1037
0.09,752,0.0981
0.09,762,0.1004
0.09,772,0.1006
0.09,782,0.1008
0.09,792,0.1001
0.09,802,0.1014
0.09,812,0.0990
0.09,822,0.1046
0.09,832,0.0987
0.09,842,0.1030
0.09,852,0.0966
0.09,862,0.1019
0.09,872,0.1031
0.09,882,0.0971
0.09,892,0.1033
0.09,902,0.1042
0.09,912,0.0998
0.09,922,0.0981
0.09,932,0.0994
0.09,942,0.0979
0.09,952,0.1009
0.09,962,0.0973
0.09,972,0.1032
0.09,982,0.0991
0.09,992,0.1020
0.09,1002,0.0999
0.09,1012,0.1011
0.09,1022,0.0982
0.13,2,0.1000
0.13,12,0.1000
0.13,22,0.1045
0.13,32,0.0766
0.13,42,0.0952
0.13,52,0.1192
0.13,62,0.1161
0.13,72,0.1021
0.13,82,0.1012
0.13,92,0.1022
0.13,102,0.1010
0.13,112,0.0933
0.13,122,0.1102
0.13,132,0.1042
0.13,142,0.1141
0.13,152,0.0964
0.13,162,0.0917
0.13,172,0.0988
0.13,182,0.1036
0.13,192,0.1003
0.13,202,0.1050
0.13,212,0.1035
0.13,222,0.1007
0.13,232,0.0944
0.13,242,0.1039
0.13,252,0.1010
0.13,262,0.1067
0.13,272,0.0949
0.13,282,0.1018
0.13,292,0.1080
0.13,302,0.1061
0.13,312,0.0992
0.13,322,0.0963
0.13,332,0.0976
0.13,342,0.1004
0.13,352,0.0973
0.13,362,0.0988
0.13,372,0.1013
0.13,382,0.1016
0.13,392,0.1031
0.13,402,0.0980
0.13,412,0.0985
0.13,422,0.0966
0.13,432,0.0987
0.13,442,0.0999
0.13,452,0.0941
0.13,462,0.1080
0.13,472,0.0969
0.13,482,0.0979
0.13,492,0.0975
0.13,502,0.0965
0.13,512,0.1031
0.13,522,0.1000
0.13,532,0.0973
0.13,542,0.0997
0.13,552,0.1019
0.13,562,0.0982
0.13,572,0.1054
0.13,582,0.0994
0.13,592,0.1016
0.13,602,0.0999
0.13,612,0.0979
0.13,622,0.1002
0.13,632,0.0980
0.13,642,0.1002
0.13,652,0.0960
0.13,662,0.1017
0.13,672,0.0987
0.13,682,0.1004
0.13,692,0.1009
0.13,702,0.0984
0.13,712,0.1002
0.13,722,0.1026
0.13,732,0.0938
0.13,742,0.0976
0.13,752,0.1038
0.13,762,0.0980
0.13,772,0.1002
0.13,782,0.1030
0.13,792,0.0982
0.13,802,0.0996
0.13,812,0.0990
0.13,822,0.0931
0.13,832,0.1018
0.13,842,0.1005
0.13,852,0.0963
0.13,862,0.1017
0.13,872,0.0999
0.13,882,0.0965
0.13,892,0.0955
0.13,902,0.0988
0.13,912,0.1019
0.13,922,0.0978
0.13,932,0.0997
0.13,942,0.0927
0.13,952,0.1037
0.13,962,0.1042
0.13,972,0.1038
0.13,982,0.0980
0.13,992,0.1015
0.13,1002,0.0990
0.13,1012,0.1024
0.13,1022,0.1004
0.17,2,0.1000
0.17,12,0.0833
0.17,22,0.0886
0.17,32,0.1156
0.17,42,0.1060
0.17,52,0.1019
0.17,62,0.0952
0.17,72,0.1000
0.17,82,0.1067
0.17,92,0.0924
0.17,102,0.0995
0.17,112,0.0933
0.17,122,0.1033
0.17,132,0.0992
0.17,142,0.1060
0.17,152,0.0977
0.17,162,0.1065
0.17,172,0.0933
0.17,182,0.1000
0.17,192,0.1005
0.17,202,0.1069
0.17,212,0.1009
0.17,222,0.1027
0.17,232,0.0929
0.17,242,0.0979
0.17,252,0.1022
0.17,262,0.0948
0.17,272,0.1028
0.17,282,0.1004
0.17,292,0.1003
0.17,302,0.1013
0.17,312,0.0921
0.17,322,0.0933
0.17,332,0.0962
0.17,342,0.1000
0.17,352,0.0996
0.17,362,0.0997
0.17,372,0.1009
0.17,382,0.1017
0.17,392,0.0989
0.17,402,0.1020
0.17,412,0.0987
0.17,422,0.0998
0.17,432,0.0997
0.17,442,0.1026
0.17,452,0.0972
0.17,462,0.0990
0.17,472,0.1072
0.17,482,0.0987
0.17,492,0.1033
0.17,502,0.1030
0.17,512,0.0920
0.17,522,0.1038
0.17,532,0.0981
0.17,542,0.0978
0.17,552,0.0970
0.17,562,0.1012
0.17,572,0.1045
0.17,582,0.0985
0.17,592,0.0976
0.17,602,0.0989
0.17,612,0.1029
0.17,622,0.1027
0.17,632,0.0992
0.17,642,0.0989
0.17,652,0.1000
0.17,662,0.1001
0.17,672,0.1006
0.17,682,0.1015
0.17,692,0.0990
0.17,702,0.1006
0.17,712,0.1038
0.17,722,0.1046
0.17,732,0.1036
0.17,742,0.0991
0.17,752,0.1019
0.17,762,0.1041
0.17,772,0.0986
0.17,782,0.0980
0.17,792,0.0995
0.17,802,0.1047
0.17,812,0.0982
0.17,822,0.0997
0.17,832,0.0953
0.17,842,0.0979
0.17,852,0.1009
0.17,862,0.1023
0.17,872,0.0992
0.17,882,0.0975
0.17,892,0.0992
0.17,902,0.0993
0.17,912,0.0995
0.17,922,0.0992
0.17,932,0.1021
0.17,942,0.0963
0.17,952,0.1048
0.17,962,0.0992
0.17,972,0.1011
0.17,982,0.1019
0.17,992,0.0987
0.17,1002,0.1018
0.17,1012,0.1025
0.17,1022,0.0999
0.21,2,0.1500
0.21,12,0.1000
0.21,22,0.1227
0.21,32,0.0859
0.21,42,0.1012
0.21,52,0.0942
0.21,62,0.0968
0.21,72,0.0958
0.21,82,0.0970
0.21,92,0.0918
0.21,102,0.1034
0.21,112,0.1054
0.21,122,0.1016
0.21,132,0.0936
0.21,142,0.1042
0.21,152,0.1036
0.21,162,0.1028
0.21,172,0.0977
0.21,182,0.0931
0.21,192,0.0953
0.21,202,0.1030
0.21,212,0.0972
0.21,222,0.1000
0.21,232,0.0946
0.21,242,0.0932
0.21,252,0.1030
0.21,262,0.1031
0.21,272,0.0976
0.21,282,0.1034
0.21,292,0.1015
0.21,302,0.1026
0.21,312,0.1026
0.21,322,0.1033
0.21,332,0.1056
0.21,342,0.0994
0.21,352,0.1026
0.21,362,0.1008
0.21,372,0.0957
0.21,382,0.1010
0.21,392,0.0957
0.21,402,0.0945
0.21,412,0.1005
0.21,422,0.0989
0.21,432,0.1053
0.21,442,0.0955
0.21,452,0.1013
0.21,462,0.0988
0.21,472,0.1002
0.21,482,0.1015
0.21,492,0.1044
0.21,502,0.1046
0.21,512,0.1015
0.21,522,0.0982
0.21,532,0.0979
0.21,542,0.0999
0.21,552,0.0966
0.21,562,0.1004
0.21,572,0.1014
0.21,582,0.0973
0.21,592,0.1043
0.21,602,0.1014
0.21,612,0.1023
0.21,622,0.0994
0.21,632,0.0979
0.21,642,0.1011
0.21,652,0.1016
0.21,662,0.1014
0.21,672,0.0990
0.21,682,0.0965
0.21,692,0.1025
0.21,702,0.1036
0.21,712,0.0973
0.21,722,0.1018
0.21,732,0.1005
0.21,742,0.0991
0.21,752,0.0941
0.21,762,0.1018
0.21,772,0.1030
0.21,782,0.0996
0.21,792,0.0969
0.21,802,0.0950
0.21,812,0.0969
0.21,822,0.1040
0.21,832,0.0995
0.21,842,0.1052
0.21,852,0.1053
0.21,862,0.1002
0.21,872,0.0995
0.21,882,0.0983
0.21,892,0.1011
0.21,902,0.1006
0.21,912,0.0995
0.21,922,0.0993
0.21,932,0.1029
0.21,942,0.0976
0.21,952,0.1017
0.21,962,0.1011
0.21,972,0.0974
0.21,982,0.0968
0.21,992,0.1005
0.21,1002,0.1033
0.21,1012,0.1003
0.21,1022,0.1015
0.25,2,0.0750
0.25,12,0.1125
0.25,22,0.0955
0.25,32,0.0781
0.25,42,0.0893
0.25,52,0.0971
0.25,62,0.0952
0.25,72,0.1062
0.25,82,0.0988
0.25,92,0.1000
0.25,102,0.1064
0.25,112,0.1094
0.25,122,0.1020
0.25,132,0.0913
0.25,142,0.1032
0.25,152,0.0993
0.25,162,0.0963
0.25,172,0.0997
0.25,182,0.1198
0.25,192,0.1036
0.25,202,0.0965
0.25,212,0.1078
0.25,222,0.0953
0.25,232,0.0976
0.25,242,0.0899
0.25,252,0.1008
0.25,262,0.1023
0.25,272,0.0972
0.25,282,0.0982
0.25,292,0.0990
0.25,302,0.0965
0.25,312,0.0984
0.25,322,0.1031
0.25,332,0.1003
0.25,342,0.0985
0.25,352,0.0974
0.25,362,0.1058
0.25,372,0.0956
0.25,382,0.1029
0.25,392,0.0996
0.25,402,0.0986
0.25,412,0.0967
0.25,422,0.0974
0.25,432,0.0991
0.25,442,0.0972
0.25,452,0.0982
0.25,462,0.1026
0.25,472,0.0982
0.25,482,0.1012
0.25,492,0.0997
0.25,502,0.0996
0.25,512,0.1017
0.25,522,0.1006
0.25,532,0.0948
0.25,542,0.1022
0.25,552,0.0987
0.25,562,0.1028
0.25,572,0.1045
0.25,582,0.1024
0.25,592,0.0967
0.25,602,0.1008
0.25,612,0.1011
0.25,622,0.1003
0.25,632,0.1000
0.25,642,0.0981
0.25,652,0.1041
0.25,662,0.0992
0.25,672,0.0999
0.25,682,0.1024
0.25,692,0.0996
0.25,702,0.1021
0.25,712,0.1011
0.25,722,0.1010
0.25,732,0.1005
0.25,742,0.0975
0.25,752,0.0981
0.25,762,0.0966
0.25,772,0.1033
0.25,782,0.0984
0.25,792,0.0972
0.25,802,0.1002
0.25,812,0.0998
0.25,822,0.0990
0.25,832,0.1018
0.25,842,0.1046
0.25,852,0.1014
0.25,862,0.0998
0.25,872,0.1006
0.25,882,0.1015
0.25,892,0.0999
0.25,902,0.0977
0.25,912,0.1016
0.25,922,0.0990
0.25,932,0.0982
0.25,942,0.1011
0.25,952,0.1034
0.25,962,0.0959
0.25,972,0.0932
0.25,982,0.0967
0.25,992,0.1018
0.25,1002,0.1004
0.25,1012,0.0984
0.25,1022,0.0971
0.29,2,0.1000
0.29,12,0.1167
0.29,22,0.0750
0.29,32,0.1047
0.29,42,0.1000
0.29,52,0.0952
0.29,62,0.1105
0.29,72,0.0910
0.29,82,0.1085
0.29,92,0.0891
0.29,102,0.1083
0.29,112,0.0978
0.29,122,0.1016
0.29,132,0.1030
0.29,142,0.0930
0.29,152,0.1072
0.29,162,0.1049
0.29,172,0.1023
0.29,182,0.0997
0.29,192,0.1034
0.29,202,0.0973
0.29,212,0.1007
0.29,222,0.0946
0.29,232,0.0985
0.29,242,0.0959
0.29,252,0.1018
0.29,262,0.0977
0.29,272,0.1015
0.29,282,0.1021
0.29,292,0.0925
0.29,302,0.1017
0.29,312,0.0960
0.29,322,0.0978
0.29,332,0.0971
0.29,342,0.0985
0.29,352,0.1071
0.29,362,0.0928
0.29,372,0.1001
0.29,382,0.0969
0.29,392,0.1069
0.29,402,0.1044
0.29,412,0.1015
0.29,422,0.0961
0.29,432,0.1012
0.29,442,0.1007
0.29,452,0.1044
0.29,462,0.1019
0.29,472,0.0963
0.29,482,0.1045
0.29,492,0.0972
0.29,502,0.0996
0.29,512,0.0988
0.29,522,0.1016
0.29,532,0.0963
0.29,542,0.0996
0.29,552,0.1001
0.29,562,0.1027
0.29,572,0.0962
0.29,582,0.1004
0.29,592,0.0981
0.29,602,0.1014
0.29,612,0.1055
0.29,622,0.1040
0.29,632,0.1026
0.29,642,0.1026
0.29,652,0.0977
0.29,662,0.0963
0.29,672,0.0989
0.29,682,0.0993
0.29,692,0.1004
0.29,702,0.0976
0.29,712,0.0980
0.29,722,0.0986
0.29,732,0.1025
0.29,742,0.1040
0.29,752,0.1001
0.29,762,0.0982
0.29,772,0.1002
0.29,782,0.1013
0.29,792,0.0997
0.29,802,0.1008
0.29,812,0.1073
0.29,822,0.0990
0.29,832,0.0980
0.29,842,0.0989
0.29,852,0.1011
0.29,862,0.1021
0.29,872,0.1015
0.29,882,0.1016
0.29,892,0.0976
0.29,902,0.0989
0.29,912,0.1002
0.29,922,0.0999
0.29,932,0.1002
0.29,942,0.0979
0.29,952,0.0982
0.29,962,0.1036
0.29,972,0.0980
0.29,982,0.0952
0.29,992,0.1011
0.29,1002,0.0982
0.29,1012,0.1012
0.29,1022,0.0981
0.33,2,0.1000
0.33,12,0.0750
0.33,22,0.0886
0.33,32,0.1047
0.33,42,0.1048
0.33,52,0.0981
0.33,62,0.1016
0.33,72,0.1035
0.33,82,0.0988
0.33,92,0.0957
0.33,102,0.1010
0.33,112,0.0915
0.33,122,0.0996
0.33,132,0.0913
0.33,142,0.0968
0.33,152,0.0980
0.33,162,0.1012
0.33,172,0.1003
0.33,182,0.0926
0.33,192,0.1034
0.33,202,0.0946
0.33,212,0.0953
0.33,222,0.0968
0.33,232,0.1022
0.33,242,0.0986
0.33,252,0.1028
0.33,262,0.1019
0.33,272,0.1035
0.33,282,0.1011
0.33,292,0.0974
0.33,302,0.1010
0.33,312,0.0992
0.33,322,0.1012
0.33,332,0.1092
0.33,342,0.0933
0.33,352,0.0909
0.33,362,0.0967
0.33,372,0.0978
0.33,382,0.1016
0.33,392,0.1038
0.33,402,0.0945
0.33,412,0.1017
0.33,422,0.1025
0.33,432,0.0995
0.33,442,0.1001
0.33,452,0.0991
0.33,462,0.1013
0.33,472,0.0967
0.33,482,0.1110
0.33,492,0.0965
0.33,502,0.0953
0.33,512,0.1008
0.33,522,0.0936
0.33,532,0.1001
0.33,542,0.1007
0.33,552,0.1014
0.33,562,0.0983
0.33,572,0.0997
0.33,582,0.1034
0.33,592,0.1041
0.33,602,0.0993
0.33,612,0.1023
0.33,622,0.1001
0.33,632,0.0990
0.33,642,0.0995
0.33,652,0.1021
0.33,662,0.0990
0.33,672,0.1019
0.33,682,0.0987
0.33,692,0.0970
0.33,702,0.1005
0.33,712,0.0987
0.33,722,0.1032
0.33,732,0.0973
0.33,742,0.0980
0.33,752,0.0981
0.33,762,0.0977
0.33,772,0.0995
0.33,782,0.1033
0.33,792,0.1015
0.33,802,0.1005
0.33,812,0.1020
0.33,822,0.0985
0.33,832,0.1012
0.33,842,0.1000
0.33,852,0.0984
0.33,862,0.1006
0.33,872,0.0987
0.33,882,0.1037
0.33,892,0.0976
0.33,902,0.0978
0.33,912,0.0974
0.33,922,0.1014
0.33,932,0.1003
0.33,942,0.0999
0.33,952,0.1028
0.33,962,0.0977
0.33,972,0.0980
0.33,982,0.1004
0.33,992,0.1001
0.33,1002,0.1007
0.33,1012,0.0996
0.33,1022,0.0980
0.37,2,0.1750
0.37,12,0.0958
0.37,22,0.0932
0.37,32,0.0953
0.37,42,0.1024
0.37,52,0.0933
0.37,62,0.1097
0.37,72,0.0958
0.37,82,0.1024
0.37,92,0.0995
0.37,102,0.1029
0.37,112,0.0929
0.37,122,0.1045
0.37,132,0.0992
0.37,142,0.0972
0.37,152,0.1092
0.37,162,0.1015
0.37,172,0.0913
0.37,182,0.1005
0.37,192,0.1003
0.37,202,0.0978
0.37,212,0.0998
0.37,222,0.0964
0.37,232,0.0966
0.37,242,0.1025
0.37,252,0.0935
0.37,262,0.1019
0.37,272,0.1024
0.37,282,0.0982
0.37,292,0.0966
0.37,302,0.1023
0.37,312,0.1000
0.37,322,0.1051
0.37,332,0.0929
0.37,342,0.0971
0.37,352,0.0990
0.37,362,0.0997
0.37,372,0.0962
0.37,382,0.0925
0.37,392,0.0932
0.37,402,0.0959
0.37,412,0.1015
0.37,422,0.0995
0.37,432,0.1027
0.37,442,0.0907
0.37,452,0.0989
0.37,462,0.0979
0.37,472,0.1012
0.37,482,0.1022
0.37,492,0.1032
0.37,502,0.1001
0.37,512,0.1014
0.37,522,0.0982
0.37,532,0.1051
0.37,542,0.1046
0.37,552,0.1014
0.37,562,0.0964
0.37,572,0.1046
0.37,582,0.0965
0.37,592,0.1026
0.37,602,0.0978
0.37,612,0.0979
0.37,622,0.0994
0.37,632,0.1040
0.37,642,0.0976
0.37,652,0.1017
0.37,662,0.1011
0.37,672,0.0974
0.37,682,0.0987
0.37,692,0.0996
0.37,702,0.0994
0.37,712,0.0985
0.37,722,0.0994
0.37,732,0.1062
0.37,742,0.0993
0.37,752,0.0957
0.37,762,0.1001
0.37,772,0.1042
0.37,782,0.1012
0.37,792,0.1028
0.37,802,0.0968
0.37,812,0.1036
0.37,822,0.0988
0.37,832,0.1020
0.37,842,0.0999
0.37,852,0.0977
0.37,862,0.1000
0.37,872,0.1037
0.37,882,0.1012
0.37,892,0.1006
0.37,902,0.1005
0.37,912,0.1023
0.37,922,0.1015
0.37,932,0.1063
0.37,942,0.1014
0.37,952,0.0986
0.37,962,0.1018
0.37,972,0.1032
0.37,982,0.1008
0.37,992,0.1034
0.37,1002,0.0988
0.37,1012,0.1017
0.37,1022,0.1012
